BatchNumber,BatchDesc,BatchTxType,BatchDate,PeriodStart,PeriodEnd,BillingFreq,Posted
999,"Tuesday, 4/28/09",PY,4/28/2009,,,,TRUE
1000,"Wednesday, 4/29/09",PY,4/29/2009,,,,TRUE
1001,"Thursday, 4/30/09",PY,4/30/2009,,,,TRUE
1002,"Friday, 5/1/09",PY,5/1/2009,,,,TRUE
1003,"Monday, 5/4/09",PY,5/4/2009,,,,TRUE
1004,May 2009 interest,IN,5/1/2009,,,,FALSE
1005,"Tuesday, 5/5/09",PY,5/5/2009,,,,TRUE
1006,"Wednesday, 5/6/09",PY,5/6/2009,,,,TRUE
1007,"Thursday, 5/7/09",PY,5/7/2009,,,,TRUE
1008,"Monday, 5/11/09",PY,5/11/2009,,,,TRUE
1009,"Tuesday, 5/12/09",PY,5/12/2009,,,,TRUE
1010,"Wednesday, 5/13/09",PY,5/13/2009,,,,TRUE
1011,"Thursday, 5/14/09",PY,5/14/2009,,,,TRUE
1012,"Monday, 5/18/09",PY,5/18/2009,,,,TRUE
1013,"Tuesday, 5/19/09",PY,5/19/2009,,,,TRUE
1014,"Thursday, 5/21/09",PY,5/21/2009,,,,TRUE
1015,"Tuesday, 5/26/09",PY,5/26/2009,,,,TRUE
1016,"Wednesday, 5/27/09",PY,5/27/2009,,,,TRUE
1017,June 2009 Monthly,RD,6/1/2009,5/1/2009,6/1/2009,M,FALSE
1018,"Thursday, 5/28/09",PY,5/28/2009,,,,TRUE
1019,"Monday, 6/1/09",PY,6/1/2009,,,,TRUE
1020,June Int. - Shut-off,IN,6/1/2009,,,,FALSE
1024,"June 1, 2009 #3",RD,6/1/2009,5/1/2009,6/1/2009,M,FALSE
1025,"Thursday, 6/4/09",PY,6/4/2009,,,,TRUE
1026,"Tuesday, 6/9/09",PY,6/9/2009,,,,TRUE
1027,"Wednesday, 6/10/09",PY,6/10/2009,,,,TRUE
1028,"Thursday, 6/11/09",PY,6/11/2009,,,,TRUE
1029,"Monday, 6/15/09",PY,6/15/2009,,,,TRUE
1030,"Tuesday, 6/16/09",PY,6/16/2009,,,,TRUE
1031,"Wednesday, 6/17/09",PY,6/17/2009,,,,TRUE
1032,"Thursday, 6/18/09",PY,6/18/2009,,,,TRUE
1033,"Monday, 6/22/09",PY,6/22/2009,,,,TRUE
1034,"Thursday, 6/25/09",PY,6/25/2009,,,,TRUE
1035,"Monday, 6/29/09",PY,6/29/2009,,,,TRUE
1038,July 2009 Monthly,RD,7/1/2009,6/1/2009,7/1/2009,M,FALSE
1039,"Tuesday, 6/30/09",PY,6/30/2009,,,,TRUE
1040,"Thursday, 7/2/09",PY,7/2/2009,,,,TRUE
1041,"Wednesday, 7/8/09",PY,7/8/2009,,,,TRUE
1042,"Friday, 7/10/09",PY,7/10/2009,,,,TRUE
1043,"Monday, 7/13/09",PY,7/13/2009,,,,TRUE
1044,"Wednesday, 7/15/09",PY,7/15/2009,,,,TRUE
1045,"Thursday, 7/16/09",PY,7/16/2009,,,,TRUE
1046,"Monday, 7/20/09",PY,7/20/2009,,,,TRUE
1047,"Wednesday, 7/22/09",PY,7/22/2009,,,,TRUE
1048,"Thursday, 7/23/09",PY,7/23/2009,,,,TRUE
1049,"Wednesday, 7/29/09",PY,7/29/2009,,,,TRUE
1050,"Thursday, 7/30/09",PY,7/30/2009,,,,TRUE
1051,"Thursday, 7/30/09",PY,7/30/2009,,,,TRUE
1054,August 2009 Monthly,RD,8/1/2009,7/1/2009,8/1/2009,M,FALSE
1056,"Tuesday, 8/4/09",PY,8/4/2009,,,,TRUE
1057,"Monday, 8/10/09",PY,8/10/2009,,,,TRUE
1058,"Friday, 8/14/09",PY,8/14/2009,,,,TRUE
1059,"Monday, 8/17/09",PY,8/17/2009,,,,TRUE
1060,"Thursday, 8/20/09",PY,8/20/2009,,,,TRUE
1061,"Monday, 8/24/09",PY,8/24/2009,,,,TRUE
1063,Monthly & Pit 9/1/09,RD,9/1/2009,8/1/2009,9/1/2009,M,FALSE
1065,October 2009 Readings,RD,10/1/2009,4/1/2009,10/1/2009,S,FALSE
1066,"Monday, 8/31/09",PY,8/31/2009,,,,TRUE
1067,"Tuesday, 9/1/09",PY,9/1/2009,,,,TRUE
1068,"Friday, 9/4/09",PY,9/4/2009,,,,TRUE
1069,"Tuesday, 9/8/09",PY,9/8/2009,,,,TRUE
1070,"Wednesday, 9/16/09",PY,9/16/2009,,,,TRUE
1071,"Thursday, 9/17/09",PY,9/17/2009,,,,TRUE
1072,"Monday, 9/21/09",PY,9/21/2009,,,,TRUE
1073,"Thursday, 9/24/09",PY,9/24/2009,,,,TRUE
1076,"Monday, 9/28/09",PY,9/28/2009,,,,TRUE
1077,Meter Pit Monthly 10/09,RD,10/1/2009,9/1/2009,10/1/2009,M,FALSE
1079,"Thursday, 10/1/09",PY,10/1/2009,,,,TRUE
1080,"Friday, 10/2/09",PY,10/2/2009,,,,TRUE
1081,"Monday, 10/5/09",PY,10/5/2009,,,,TRUE
1082,"Monday, 10/5/09 #2",PY,10/5/2009,,,,TRUE
1083,"Tuesday, 10/6/09",PY,10/6/2009,,,,TRUE
1084,"Wednesday, 10/7/09",PY,10/7/2009,,,,TRUE
1085,"Thursday, 10/8/09",PY,10/8/2009,,,,TRUE
1086,"Thursday, 10/8/09 #2",PY,10/8/2009,,,,TRUE
1087,"Friday, 10/9/09",PY,10/9/2009,,,,TRUE
1089,"Tuesday, 10/13/09",PY,10/13/2009,,,,TRUE
1090,"Wednesday, 10/14/09",PY,10/14/2009,,,,TRUE
1091,"Thursday, 10/15/09",PY,10/15/2009,,,,TRUE
1092,"Friday, 10/16/09",PY,10/16/2009,,,,TRUE
1093,"Monday, 10/19/09",PY,10/19/2009,,,,TRUE
1094,"Tuesday, 10/20/09",PY,10/20/2009,,,,TRUE
1095,"Wednesday, 10/21/09",PY,10/21/2009,,,,TRUE
1096,"Thursday, 10/22/09",PY,10/22/2009,,,,TRUE
1097,"Friday, 10/23/09",PY,10/23/2009,,,,TRUE
1098,"Monday, 10/26/09",PY,10/26/2009,,,,TRUE
1109,"Tuesday, 10/27/09",PY,10/27/2009,,,,TRUE
1110,"Wednesday, 10/28/09",PY,10/28/2009,,,,TRUE
1111,"Thursday, 10/29/09",PY,10/29/2009,,,,TRUE
1112,November 2009 Monthly,RD,11/1/2009,10/1/2009,11/1/2009,M,FALSE
1115,November 2009 Meter Pit,RD,11/1/2009,10/1/2009,11/1/2009,Q,FALSE
1118,"Friday, 10/30/09",PY,10/30/2009,,,,TRUE
1119,"Monday, 11/2/09",PY,11/2/2009,,,,TRUE
1120,"Wednesday, 11/4/09",PY,11/4/2009,,,,TRUE
1121,November 2009 Interest,IN,11/1/2009,,,,FALSE
1122,"Friday, 11/6/09",PY,11/6/2009,,,,TRUE
1124,"Monday, 11/09/09",PY,11/9/2009,,,,TRUE
1125,"Tuesday, 11/10/09",PY,11/10/2009,,,,TRUE
1126,"Friday, 11/13/09",PY,11/13/2009,,,,TRUE
1127,"Monday, 11/16/09",PY,11/16/2009,,,,TRUE
1128,"Wednesday, 11/18/09",PY,11/18/2009,,,,TRUE
1129,"Thursday, 11/19/2009",PY,11/19/2009,,,,TRUE
1130,"Friday, 11/20/09",PY,11/20/2009,,,,TRUE
1132,"Monday, 11/23/09",PY,11/23/2009,,,,TRUE
1133,December 2009 Monthly,RD,12/1/2009,11/1/2009,12/1/2009,M,FALSE
1134,Meter Pit Readings December 2009,RD,12/1/2009,11/1/2009,12/1/2009,Q,FALSE
1135,"Tuesday, 11/24/2009",PY,11/25/2009,,,,TRUE
1136,"Monday, 11/30/2009",PY,11/30/2009,,,,TRUE
1137,"Tuesday, 12/1/2009",PY,12/1/2009,,,,TRUE
1138,December 2009 Interest,IN,12/1/2009,,,,FALSE
1139,"Thursday, 12/3/09",PY,12/3/2009,,,,TRUE
1140,"Friday, 12/4/09",PY,12/4/2009,,,,TRUE
1141,"Monday, 12/7/09",PY,12/7/2009,,,,TRUE
1144,"Tuesday, 12/08/09",PY,12/8/2009,,,,TRUE
1145,"Thursday, 12/10/09",PY,12/10/2009,,,,TRUE
1146,"Monday, 12/14/09",PY,12/14/2009,,,,TRUE
1147,"Tuesday, 12/15/09",PY,12/15/2009,,,,TRUE
1148,"Thursday, 12/17/09",PY,12/17/2009,,,,TRUE
1149,"Friday, 12/18/09",PY,12/18/2009,,,,TRUE
1150,"Mondayt, 12/21/09",PY,12/21/2009,,,,TRUE
1151,January 2010 Monthly,RD,1/1/2010,12/1/2009,1/1/2010,M,FALSE
1152,January 2010 Meter Pits,RD,1/1/2010,12/1/2009,1/1/2010,Q,FALSE
1153,"Tuesday, 12/22/09",PY,12/22/2009,,,,TRUE
1154,"Monday, 12/28/09",PY,12/28/2009,,,,TRUE
1155,"Thursday, 1/7/2010",PY,1/7/2010,,,,TRUE
1156,"Tuesday, 1/12/2010",PY,1/12/2010,,,,TRUE
1157,Bounced Check Fees,PY,1/7/2010,,,,TRUE
1158,"Wednesday, 1/20/10",PY,1/20/2010,,,,TRUE
1159,February 2010 Monthly,RD,2/1/2010,1/1/2010,2/1/2010,M,FALSE
1162,February 2010 Meter Pits,RD,2/1/2010,1/1/2010,2/1/2010,Q,FALSE
1163,"Thursday, 1/28/10",PY,1/28/2010,,,,TRUE
1164,"Friday, 1/29/10",PY,1/29/2010,,,,TRUE
1165,"Monday, 2/1/10",PY,2/1/2010,,,,TRUE
1166,April 2010 Readings,RD,4/1/2010,10/1/2009,4/1/2010,S,FALSE
1167,"Friday, 2/5/10",PY,2/5/2010,,,,TRUE
1168,"Friday, 2/12/10",PY,2/12/2010,,,,TRUE
1169,"Friday, 2/19/10",PY,2/19/2010,,,,TRUE
1170,"Tuesday, 2/23/10",PY,2/23/2010,,,,TRUE
1171,March 2010 Monthly,RD,3/1/2010,2/1/2010,3/1/2010,M,FALSE
1172,March 2010 Meter Pits,RD,3/1/2010,2/1/2010,3/1/2010,Q,FALSE
1173,"Monday, 3/1/10",PY,3/1/2010,,,,TRUE
1174,"Wednesday, 3/3/10",PY,3/3/2010,,,,TRUE
1175,"Wednesday, 3/10/10",PY,3/10/2010,,,,TRUE
1176,"Monday, 3/15/10",PY,3/15/2010,,,,TRUE
1177,"Thursday, 3/25/10",PY,3/25/2010,,,,TRUE
1178,April 2010 Monthly,RD,4/1/2010,3/1/2010,4/1/2010,M,FALSE
1179,April 2010 Meter Pits,RD,4/1/2010,3/1/2010,4/1/2010,Q,FALSE
1180,"Wednesday, 3/31/2010",PY,3/31/2010,,,,TRUE
1181,"Thursday, 4/1/2010",PY,4/1/2010,,,,TRUE
1182,"Monday, 4/5/2010",PY,4/5/2010,,,,TRUE
1183,"Monday, 4/5/2010 - Batch 2",PY,4/5/2010,,,,TRUE
1184,"Tuesday, 4/6/2010",PY,4/6/2010,,,,TRUE
1185,"Wednesday, 4/7/2010",PY,4/7/2010,,,,TRUE
1186,"Thursday, 4/8/2010",PY,4/8/2010,,,,TRUE
1187,"Friday, 4/9/10",PY,4/9/2010,,,,TRUE
1188,"Monday, 4/12/2010",PY,4/12/2010,,,,TRUE
1189,"Tuesday, 4/13/2010",PY,4/13/2010,,,,TRUE
1190,"Wednesday, 4/14/2010",PY,4/14/2010,,,,TRUE
1191,"Thursday, 4/15/2010",PY,4/15/2010,,,,TRUE
1192,"Friday, 4/16/10",PY,4/16/2010,,,,TRUE
1193,"Monday, 4/19/2010",PY,4/19/2010,,,,TRUE
1194,"Tuesday, 4/20/2010",PY,4/20/2010,,,,TRUE
1195,"Wednesday, 4/21/2010",PY,4/21/2010,,,,TRUE
1196,"Thursday, 4/22/2010",PY,4/22/2010,,,,TRUE
1197,"Friday, 4/23/10",PY,4/23/2010,,,,TRUE
1198,May 2010 Monthly,RD,5/1/2010,4/1/2010,5/1/2010,M,FALSE
1199,May 2010 Meter Pits,RD,5/1/2010,4/1/2010,5/1/2010,Q,FALSE
1200,"Monday, 4/26/2010",PY,4/26/2010,,,,TRUE
1201,"Tuesday, 4/27/2010",PY,4/27/2010,,,,TRUE
1202,"Wednesday, 4/28/2010",PY,4/28/2010,,,,TRUE
1203,"Thursday, 4/29/2010",PY,4/29/2010,,,,TRUE
1204,"Friday, 4/30/10",PY,4/30/2010,,,,TRUE
1205,"Monday, 5/3/2010",PY,5/3/2010,,,,TRUE
1206,May Interest,IN,5/1/2010,,,,FALSE
1207,"Wednesday, 5/5/2010",PY,5/5/2010,,,,TRUE
1209,"Thursday, 5/6/2010",PY,5/6/2010,,,,TRUE
1210,"Friday, 5/7/10",PY,5/7/2010,,,,TRUE
1211,"Monday, 5/10/10",PY,5/10/2010,,,,TRUE
1212,"Tuesday, 5/11/2010",PY,5/11/2010,,,,TRUE
1213,"Wednesday, 5/12/2010",PY,5/12/2010,,,,TRUE
1214,"Thursday, 5/13/2010",PY,5/13/2010,,,,TRUE
1215,"Friday, 5/14/10",PY,5/14/2010,,,,TRUE
1216,"Monday, 5/17/10",PY,5/17/2010,,,,TRUE
1217,"Wednesday, 5/19/2010",PY,5/19/2010,,,,TRUE
1218,"Monday, 5/24/10",PY,5/24/2010,,,,TRUE
1219,"Tuesday, 5/25/2010",PY,5/25/2010,,,,TRUE
1220,"Wednesday, 5/26/2010",PY,5/26/2010,,,,TRUE
1222,"Thursday, 5/27/10",PY,5/27/2010,,,,TRUE
1223,June 2010 Monthly,RD,6/1/2010,5/1/2010,6/1/2010,M,FALSE
1224,June 2010 Meter Pits,RD,6/1/2010,5/1/2010,6/1/2010,Q,FALSE
1225,"Tuesday, 6/1/2010",PY,6/1/2010,,,,TRUE
1226,June Interest/Shut-off,IN,6/1/2010,,,,FALSE
1227,"Wednesday, 6/2/2010",PY,6/2/2010,,,,TRUE
1228,"Monday, 6/7/10",PY,6/7/2010,,,,TRUE
1229,"Wednesday, 6/9/2010",PY,6/9/2010,,,,TRUE
1230,"Friday, 6/11/10",PY,6/11/2010,,,,TRUE
1231,"Monday, 6/14/2010",PY,6/14/2010,,,,TRUE
1232,"Tuesday, 6/15/10",PY,6/15/2010,,,,TRUE
1233,"Wednesday, 6/16/2010",PY,6/16/2010,,,,TRUE
1234,"Friday, 6/18/2010",PY,6/18/2010,,,,TRUE
1235,"Monday, 6/21/2010",PY,6/21/2010,,,,TRUE
1236,"Wednesday, 6/23/10",PY,6/23/2010,,,,TRUE
1237,"Friday, 6/25/10",PY,6/25/2010,,,,TRUE
1238,July 2010 Monthly,RD,7/1/2010,6/1/2010,7/1/2010,M,FALSE
1239,July 2010 Meter Pits,RD,7/1/2010,6/1/2010,7/1/2010,Q,FALSE
1240,"Tuesday, 6/29/10",PY,6/29/2010,,,,TRUE
1241,"Thursday, 7/1/10",PY,7/1/2010,,,,TRUE
1243,"Tuesday, 7/6/2010",PY,7/6/2010,,,,TRUE
1244,"Wednesday, 7/7/2010",PY,7/7/2010,,,,TRUE
1245,"Thursday, 7/8/10",PY,7/8/2010,,,,TRUE
1246,"Friday, 7/9/10",PY,7/9/2010,,,,TRUE
1247,"Tuesday, 7/13/10",PY,7/13/2010,,,,TRUE
1248,"Friday, 7/16/10",PY,7/16/2010,,,,TRUE
1249,"Monday, 7/19/10",PY,7/19/2010,,,,TRUE
1250,"Tuesday, 7/20/10",PY,7/20/2010,,,,TRUE
1252,"Friday, 7/23/10",PY,7/23/2010,,,,TRUE
1253,Friday 7/23/10 #2,PY,7/23/2010,,,,TRUE
1254,"Monday, 7/26/10",PY,7/26/2010,,,,TRUE
1255,"August, 2010 Monthly",RD,8/1/2010,7/1/2010,8/1/2010,M,FALSE
1256,"August, 2010 Meter Pits",RD,8/1/2010,7/1/2010,8/1/2010,Q,FALSE
1257,"Monday, 8/2/10",PY,8/2/2010,,,,TRUE
1258,"Tuesday, 8/3/10",PY,8/3/2010,,,,TRUE
1259,"Thursday, 8/5/10",PY,8/5/2010,,,,TRUE
1260,"Tuesday, 8/10/10",PY,8/10/2010,,,,TRUE
1262,"Thursday, 8/12/10",PY,8/12/2010,,,,TRUE
1263,"Tuesday, 8/17/10",PY,8/17/2010,,,,TRUE
1264,"Thursday, 8/19/10",PY,8/19/2010,,,,TRUE
1265,"Monday, 8/23/10",PY,8/23/2010,,,,TRUE
1266,"Tuesday, 8/24/10",PY,8/24/2010,,,,TRUE
1267,OCTOBER 2010 Readings,RD,10/1/2010,4/1/2010,10/1/2010,S,FALSE
1268,September 2010 Monthly,RD,9/1/2010,8/1/2010,9/1/2010,M,FALSE
1269,September 2010 Meter Pits,RD,9/1/2010,8/1/2010,9/1/2010,Q,FALSE
1270,"Tuesday, 8/31/10",PY,8/31/2010,,,,TRUE
1271,"Wednesday, 9/1/10",PY,9/1/2010,,,,TRUE
1272,"Thursday, 9/2/10",PY,9/2/2010,,,,TRUE
1273,"Thursday, 9/9/10",PY,9/9/2010,,,,TRUE
1274,"Wednesday, 9/15/10",PY,9/15/2010,,,,TRUE
1275,"Friday, 9/17/10",PY,9/17/2010,,,,TRUE
1276,"Wednesday, 9/22/10",PY,9/22/2010,,,,TRUE
1277,"Tuesday, 9/28/10",PY,9/28/2010,,,,TRUE
1278,"Wednesday, 9/29/10",PY,9/29/2010,,,,TRUE
1280,"Friday, 10/1/10",PY,10/1/2010,,,,TRUE
1281,October 2010 Monthly,RD,10/1/2010,9/1/2010,10/1/2010,M,FALSE
1282,October 2010 Meter Pits,RD,10/1/2010,9/1/2010,10/1/2010,Q,FALSE
1283,"Monday, 10/4/10",PY,10/4/2010,,,,TRUE
1284,"Tuesday, 10/5/10",PY,10/5/2010,,,,TRUE
1285,"Tuesday, 10/5/10 #2",PY,10/5/2010,,,,TRUE
1286,"Thursday, 10/7/10",PY,10/7/2010,,,,TRUE
1287,"Friday, 10/8/10",PY,10/8/2010,,,,TRUE
1288,"Friday, 10/8/10 #2",PY,10/8/2010,,,,TRUE
1289,"Tuesday, 10/12/10",PY,10/12/2010,,,,TRUE
1290,"Wednesday, 10/13/10",PY,10/13/2010,,,,TRUE
1291,"Thursday, 10/14/10",PY,10/14/2010,,,,TRUE
1292,"Friday, 10/15/10",PY,10/15/2010,,,,TRUE
1293,"Monday, 10/18/10",PY,10/18/2010,,,,TRUE
1294,November 2010 Monthly,RD,11/1/2010,10/1/2010,11/1/2010,M,FALSE
1295,"Tuesday, 10/19/10",PY,10/19/2010,,,,TRUE
1296,"Wednesday, 10/20/10",PY,10/20/2010,,,,TRUE
1297,"Thursday, 10/21/10",PY,10/21/2010,,,,TRUE
1298,"Friday, 10/22/10",PY,10/22/2010,,,,TRUE
1299,"Monday, 10/25/10",PY,10/25/2010,,,,TRUE
1300,"Tuesday, 10/26/10",PY,10/26/2010,,,,TRUE
1301,"Wednesday, 10/27/10",PY,10/27/2010,,,,TRUE
1302,November 2010 Meter Pits,RD,11/1/2010,10/1/2010,11/1/2010,Q,FALSE
1303,"Thursday, 10/28/10",PY,10/28/2010,,,,TRUE
1304,"Friday, 10/29/10",PY,10/29/2010,,,,TRUE
1305,"Friday, 10/29/10 #2",PY,10/29/2010,,,,TRUE
1306,"Monday, 11/1/10",PY,11/1/2010,,,,TRUE
1307,November 2010 interest,IN,11/1/2010,,,,FALSE
1308,"Tuesday, 11/2/10",PY,11/2/2010,,,,TRUE
1310,"Friday, 11/5/10",PY,11/5/2010,,,,TRUE
1311,"Monday, 11/8/10",PY,11/8/2010,,,,TRUE
1312,"Wednesday, 11/10/10",PY,11/10/2010,,,,TRUE
1313,"Friday, 11/12/10",PY,11/12/2010,,,,TRUE
1315,"Monday, 11/15/10",PY,11/15/2010,,,,TRUE
1316,"Wednesday, 11/17/10",PY,11/17/2010,,,,TRUE
1317,"Thursday, 11/18/10",PY,11/18/2010,,,,TRUE
1318,"Monday, 11/22/10",PY,11/22/2010,,,,TRUE
1319,"Wednesday, 11/24/10",PY,11/24/2010,,,,TRUE
1323,"Monday, 11/29/10",PY,11/29/2010,,,,TRUE
1325,December 2010 Meter Pits,RD,12/1/2010,11/1/2010,12/1/2010,Q,FALSE
1326,December 2010 Monthly,RD,12/1/2010,11/1/2010,12/1/2010,M,FALSE
1327,"Tuesday, 11/30/10",PY,11/30/2010,,,,TRUE
1328,December 2010 interest,IN,12/1/2010,,,,FALSE
1329,"Friday, 12/3/10",PY,12/3/2010,,,,TRUE
1331,"Monday, 12/6/10",PY,12/6/2010,,,,TRUE
1332,"Tuesday, 12/7/10",PY,12/7/2010,,,,TRUE
1333,"Wednesday, 12/8/10",PY,12/8/2010,,,,TRUE
1334,"Thursday, 12/9/10",PY,12/9/2010,,,,TRUE
1335,"Friday, 12/10/10",PY,12/10/2010,,,,TRUE
1336,"Monday, 12/13/10",PY,12/13/2010,,,,TRUE
1337,"Tuesday, 12/14/10",PY,12/14/2010,,,,TRUE
1338,"Wednesday, 12/15/10",PY,12/15/2010,,,,TRUE
1339,"Thursday, 12/16/10",PY,12/16/2010,,,,TRUE
1340,January 2011 Monthly,RD,1/1/2011,12/1/2010,1/1/2011,M,FALSE
1341,January 2011 Meter Pits,RD,1/1/2011,12/1/2010,1/1/2011,Q,FALSE
1342,"Tuesday, 12/21/10",PY,12/21/2010,,,,TRUE
1343,"Wednesday, 12/22/10",PY,12/22/2010,,,,TRUE
1344,"Wednesday, 12/29/10",PY,12/29/2010,,,,TRUE
1346,"Wednesday, 1/5/11",PY,1/5/2011,,,,TRUE
1347,"Tuesday, 1/11/11",PY,1/11/2011,,,,TRUE
1348,"Thursday, 1/20/11",PY,1/20/2011,,,,TRUE
1349,"Tuesday, 1/25/11",PY,1/25/2011,,,,TRUE
1350,February 2011 Monthly,RD,2/1/2011,1/1/2011,2/1/2011,M,FALSE
1351,February 2011 Meter Pits,RD,2/1/2011,1/1/2011,2/1/2011,Q,FALSE
1352,"Monday, 1/31/11",PY,1/31/2011,,,,TRUE
1353,"Friday, 2/4/11",PY,2/4/2011,,,,TRUE
1354,"Thursday, 2/10/11",PY,2/10/2011,,,,TRUE
1355,"Tuesday, 2/15/11",PY,2/15/2011,,,,TRUE
1356,"Thursday, 2/17/2011",PY,2/17/2011,,,,TRUE
1360,"Tuesday, 2/22/11",PY,2/22/2011,,,,TRUE
1362,March 2011 Monthly,RD,3/1/2011,2/1/2011,3/1/2011,M,FALSE
1363,"Friday, 2/25/11",PY,2/25/2011,,,,TRUE
1364,March 2011 METER PITS,RD,3/1/2011,2/1/2011,3/1/2011,Q,FALSE
1365,APRIL 2011 READINGS,RD,4/1/2011,10/1/2010,4/1/2011,S,FALSE
1366,"Friday, 3/4/11",PY,3/4/2011,,,,TRUE
1367,"Thursday, 3/10/11",PY,3/10/2011,,,,TRUE
1368,"Tuesday, 3/15/11",PY,3/15/2011,,,,TRUE
1369,"Friday, 3/18/11",PY,3/18/2011,,,,TRUE
1370,"Thursday, 3/24/11",PY,3/24/2011,,,,TRUE
1371,"Wednesday, 3/30/11",PY,3/30/2011,,,,TRUE
1372,April 2011 Monthly,RD,4/1/2011,3/1/2011,4/1/2011,M,FALSE
1373,April 2011 Meter Pits,RD,4/1/2011,3/1/2011,4/1/2011,Q,FALSE
1374,"Friday, 4/1/11",PY,4/1/2011,,,,TRUE
1375,"Monday, 4/4/11",PY,4/4/2011,,,,TRUE
1376,"Tuesday, 4/5/11",PY,4/5/2011,,,,TRUE
1377,"Wednesday, 4/6/11",PY,4/6/2011,,,,TRUE
1378,"Wednesday, 4/6/2011",PY,4/6/2011,,,,TRUE
1379,"Thursday, 4/7/11",PY,4/7/2011,,,,TRUE
1380,"Friday, 4/8/11",PY,4/8/2011,,,,TRUE
1381,"Monday, 4/11/11",PY,4/11/2011,,,,TRUE
1382,"Tuesday, 4/12/11",PY,4/12/2011,,,,TRUE
1383,"Tuesday, 4/12/11 #2",PY,4/12/2011,,,,TRUE
1384,"Wednesday, 4/13/11",PY,4/13/2011,,,,TRUE
1385,"Thursday, 4/14/11",PY,4/14/2011,,,,TRUE
1387,"Friday, 4/15/11",PY,4/15/2011,,,,TRUE
1388,"Monday, 4/18/11",PY,4/18/2011,,,,TRUE
1389,"Tuesday, 4/19/11",PY,4/19/2011,,,,TRUE
1390,"Wednesday, 4/20/11",PY,4/20/2011,,,,TRUE
1391,"Thursday, 4/21/11",PY,4/21/2011,,,,TRUE
1392,"Thursday, 4/21/11 #2",PY,4/21/2011,,,,TRUE
1393,"Monday, 4/25/11",PY,4/25/2011,,,,TRUE
1394,"Tuesday, 4/26/11",PY,4/26/2011,,,,TRUE
1395,May 2011 Monthly,RD,5/1/2011,4/1/2011,5/1/2011,M,FALSE
1396,May 2011 Meter Pits,RD,5/1/2011,4/1/2011,5/1/2011,Q,FALSE
1397,"Wednesday, 4/27/11",PY,4/27/2011,,,,TRUE
1398,"Thursday, 4/28/11",PY,4/28/2011,,,,TRUE
1399,"Friday, 4/29/11",PY,4/29/2011,,,,TRUE
1400,"Monday, 5/2/11",PY,5/2/2011,,,,TRUE
1401,"Monday, 5/2/11 #2",PY,5/2/2011,,,,TRUE
1402,"Tuesday, 5/3/11",PY,5/3/2011,,,,TRUE
1403,May 3rd Interest,IN,5/1/2011,,,,FALSE
1404,"Thursday, 5/5/2011",PY,5/5/2011,,,,TRUE
1405,"Friday, 5/6/11",PY,5/6/2011,,,,TRUE
1406,"Tuesday, 5/10/11",PY,5/10/2011,,,,TRUE
1407,"Thursday, 5/12/11",PY,5/12/2011,,,,TRUE
1408,"Monday, 5/16/11",PY,5/16/2011,,,,TRUE
1409,"Wednesday, 5/18/11",PY,5/18/2011,,,,TRUE
1410,"Friday, 5/20/11",PY,5/20/2011,,,,TRUE
1411,"Thursday, 5/26/11",PY,5/26/2011,,,,TRUE
1412,"Tuesday, 5/31/11",PY,5/31/2011,,,,TRUE
1413,June 2011 Monthly,RD,6/1/2011,5/1/2011,6/1/2011,M,FALSE
1414,June 2011 Meter Pit Readings,RD,6/1/2011,5/1/2011,6/1/2011,Q,FALSE
1415,"Wednesday, 6/1/11",PY,6/1/2011,,,,TRUE
1416,June Interest,IN,6/1/2011,,,,FALSE
1417,"Tuesday, 6/7/11",PY,6/7/2011,,,,TRUE
1418,"Thursday, 6/9/11",PY,6/9/2011,,,,TRUE
1419,"Friday, 6/10/11",PY,6/10/2011,,,,TRUE
1420,"Monday, 6/13/11",PY,6/13/2011,,,,TRUE
1421,"Tuesday, 6/14/11",PY,6/14/2011,,,,TRUE
1422,"Wednesday, 6/15/11",PY,6/15/2011,,,,TRUE
1423,"Thursday, 6/16/11",PY,6/16/2011,,,,TRUE
1424,Friday 6/17/11,PY,6/17/2011,,,,TRUE
1425,"Tuesday, 6/21/11",PY,6/21/2011,,,,TRUE
1426,"July, 2011 Monthly",RD,7/1/2011,6/1/2011,7/1/2011,M,FALSE
1427,July,RD,,,,S,FALSE
1428,"July, 2011 Meter Pits",RD,7/1/2011,6/1/2011,7/1/2011,Q,FALSE
1429,"Tuesday, 6/28/11",PY,6/28/2011,,,,TRUE
1430,"Thursday, 6/30/11",PY,6/30/2011,,,,TRUE
1431,"Friday, 7/1/11",PY,7/1/2011,,,,TRUE
1432,"Tuesday, 7/5/11",PY,7/5/2011,,,,TRUE
1433,"Wednesday, 7/6/2011",PY,7/6/2011,,,,TRUE
1434,"Thursday, 7/7/11",PY,7/7/2011,,,,TRUE
1435,"Tuesday, 7/12/11",PY,7/12/2011,,,,TRUE
1436,"Thursday, 7/14/11",PY,7/14/2011,,,,TRUE
1437,"Friday, 7/15/11",PY,7/15/2011,,,,TRUE
1438,"Monday, 7/18/11",PY,7/18/2011,,,,TRUE
1439,"Tuesday, 7/19/11",PY,7/19/2011,,,,TRUE
1440,"Thursday, 7/21/11",PY,7/21/2011,,,,TRUE
1441,"Monday, 7/25/11",PY,7/25/2011,,,,TRUE
1442,"Tuesday, 7/26/11",PY,7/26/2011,,,,TRUE
