LocationID,CustomerID,LocationType,StreetCode,StreetNumber,StreetNumberSuffix,LocationStatus,Service,BillingFreq,MeterFeeCode,MeterLocation,BuildingType,TypeOfService,HazardLevel,LastInspectDate,FireLine,FireLineSize,LienIndicator,TestComments,OldAcct,Warning,MIU_ID,Record_Status,Multiplier,Read_Direction,Decimal_Location,Record_Type,Number_Of_Dials,Route_No,Page_No,Read_Seq
390,1642,1,428,446,0,I,B,Q,1,left,dwelling,,,,N,,N,,1428044600,,,Z,1,L,0,EU,6,2,540,00
391,1877,1,428,466,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428046600,,1461898250,Z,1,L,0,EU,6,2,550,00
392,392,1,428,473,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428047300,,1461894966,Z,1,L,0,EU,6,2,560,00
393,393,1,428,482,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428048200,,1461908606,Z,1,L,0,EU,6,2,570,00
394,394,1,428,483,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428048300,,1461899834,Z,1,L,0,EU,6,2,580,00
395,1471,1,428,490,0,A,B,Q,1,,dwelling,,,,N,,N,,1428049000,,1461898252,Z,1,L,0,EU,6,2,590,00
396,396,1,428,491,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428049100,,1461894970,Z,1,L,0,EU,6,2,600,00
397,397,1,428,499,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428049900,,1548145778,Z,1,L,0,EU,6,2,610,00
398,2301,1,428,502,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428050200,,1461914126,Z,1,L,0,EU,6,2,620,00
399,399,1,428,512,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428051200,,1461897518,Z,1,L,0,EU,6,2,630,00
400,2037,1,428,513,0,A,B,Q,1,in back,dwelling,,,,N,,N,,1428051300,,1461914164,Z,1,L,0,EU,6,2,640,00
401,401,1,428,521,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428052100,,1461898118,Z,1,L,0,EU,6,2,650,00
402,1863,1,428,522,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1428052200,,1461893848,Z,1,L,0,EU,6,2,660,00
403,2015,1,428,529,0,A,B,Q,1,front steps,dwelling,,,,N,,N,,1428052900,,1461893558,Z,1,L,0,EU,6,2,670,00
404,2216,1,428,534,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428053400,,1461863624,Z,1,L,0,EU,6,2,680,00
405,1798,1,428,535,0,A,B,Q,1,right back,dwelling,,,,N,,N,,1428053500,,1540867768,Z,1,L,0,EU,6,2,690,00
406,2101,1,428,550,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428055000,,1461895522,Z,1,L,0,EU,6,2,700,00
407,407,1,428,557,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428055700,,1461899830,Z,1,L,0,EU,6,2,710,00
408,1643,1,428,562,0,A,B,Q,1,front center,dwelling,,,,N,,N,,1428056200,,1461898122,Z,1,L,0,EU,6,2,720,00
409,1284,1,428,565,0,A,B,Q,1,front steps,dwelling,,,,N,,N,,1428056500,,1461899020,Z,1,L,0,EU,6,2,730,00
410,1287,1,428,582,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428058200,,1461894244,Z,1,L,0,EU,6,2,740,00
411,1962,1,428,595,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428059500,,1548162308,Z,1,L,0,EU,6,2,750,00
412,1705,1,428,598,0,A,W,Q,1,front left,dwelling,,,,N,,Y,,1428059800,,1461894240,Z,1,L,0,EU,6,2,760,00
413,2089,1,428,605,0,A,B,Q,1,on garage right,dwelling,,,,N,,N,,1428060500,,1461926902,Z,1,L,0,EU,6,2,770,00
414,414,1,428,610,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428061000,,1461898756,Z,1,L,0,EU,6,2,780,00
415,415,1,428,615,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1428061500,,1461894072,Z,1,L,0,EU,6,2,790,00
416,1406,1,428,624,0,A,B,Q,1,right,dwelling,,,,N,,N,,1428062400,,1461999796,Z,1,L,0,EU,6,2,800,00
417,2196,1,428,625,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428062500,,1461889860,Z,1,L,0,EU,6,2,810,00
418,2314,1,428,631,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428063100,,1461894042,Z,1,L,0,EU,6,2,820,00
419,419,1,428,640,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428064000,,1462000588,Z,1,L,0,EU,6,2,830,00
420,420,1,428,654,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1428065400,,1462000584,Z,1,L,0,EU,6,2,840,00
421,1672,1,428,673,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1428067300,,1461898060,Z,1,L,0,EU,6,2,850,00
422,422,1,428,685,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428068500,,1461894236,Z,1,L,0,EU,6,2,860,00
423,423,1,428,690,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428069000,,1461999794,Z,1,L,0,EU,6,2,870,00
424,424,1,428,696,0,A,B,Q,1,right corner,dwelling,,,,N,,N,,1428069600,,1462033460,Z,1,L,0,EU,6,2,880,00
425,425,1,428,699,0,A,W,Q,1,right,dwelling,,,,N,,N,,1428069900,,1461897564,Z,1,L,0,EU,6,2,890,00
426,426,1,428,706,0,A,B,Q,1,,dwelling,,,,N,,N,,1428070600,,1462045906,Z,1,L,0,EU,6,2,900,00
427,425,1,428,709,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428070900,,1461920242,Z,1,L,0,EU,6,2,910,00
428,1765,1,428,716,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428071600,,1462031622,Z,1,L,0,EU,6,2,920,00
429,1911,1,428,719,0,A,B,Q,1,left,dwelling,,,,N,,N,,1428071900,,1461894076,Z,1,L,0,EU,6,2,930,00
430,2284,1,428,728,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428072800,,1461886856,Z,1,L,0,EU,6,2,940,00
431,2006,1,428,737,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428073700,,1461893564,Z,1,L,0,EU,6,2,950,00
432,432,1,428,744,0,A,B,Q,1,front,dwelling,,,,N,,N,,1428074400,,1461937352,Z,1,L,0,EU,6,2,960,00
433,433,1,428,747,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428074700,,1461865392,Z,1,L,0,EU,6,2,970,00
434,2236,1,428,755,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1428075500,,1461897666,Z,1,L,0,EU,6,2,980,00
435,435,1,428,768,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1428076800,,1487186228,Z,1,L,0,EU,6,2,990,00
436,1791,1,428,782,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1428078200,,1548161276,Z,1,L,0,EU,6,2,1000,00
437,1262,1,432,19,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432001900,,1461977782,Z,1,L,0,EU,6,1,1670,00
438,438,1,432,24,0,A,B,Q,1,front right,dwellling,,,,N,,N,,1432002400,,1461918062,Z,1,L,0,EU,6,1,1680,00
439,439,1,432,32,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432003200,,1461905246,Z,1,L,0,EU,6,1,1690,00
440,2205,1,432,38,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432003800,,1461877600,Z,1,L,0,EU,6,1,1700,00
441,441,1,432,43,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432004300,,1461982476,Z,1,L,0,EU,6,1,1710,00
442,2155,1,432,44,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432004400,,1461918076,Z,1,L,0,EU,6,1,1720,00
443,1496,1,432,46,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1432004600,,1461908570,Z,1,L,0,EU,6,1,1730,00
444,444,1,432,48,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432004800,,1461913848,Z,1,L,0,EU,6,1,1740,00
445,1893,1,432,56,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432005600,,1461876452,Z,1,L,0,EU,6,1,1750,00
446,1915,1,432,59,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432005900,,1461872590,Z,1,L,0,EU,6,1,1760,00
447,447,1,432,64,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1432006400,,1461898338,Z,1,L,0,EU,6,1,1770,00
448,448,1,432,67,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1432006700,,1461885022,Z,1,L,0,EU,6,1,1780,00
449,2081,1,432,70,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432007000,,1461901978,Z,1,L,0,EU,6,1,1790,00
450,450,1,432,78,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432007800,,1548137936,Z,1,L,0,EU,6,1,1800,00
451,2261,1,432,86,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432008600,,1461883020,Z,1,L,0,EU,6,1,1810,00
452,1258,1,432,96,0,A,B,Q,1,left,dwelling,,,,N,,N,,1432009600,,1461886304,Z,1,L,0,EU,6,1,1820,00
453,453,1,432,97,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1432009700,,1461897286,Z,1,L,0,EU,6,1,1830,00
454,1635,1,432,102,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432010200,,1461897894,Z,1,L,0,EU,6,1,1840,00
455,455,1,432,105,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1432010500,,1482370122,Z,1,L,0,EU,6,1,1850,00
456,456,2,456,152,0,A,B,Q,2,,dwelling,,,,N,,N,,1456015200,,1462053440,Z,1,L,0,EU,6,4,1000,00
457,1564,1,480,21,0,A,B,Q,1,front door,dwelling,,,,N,,N,,1480002100,,1462102422,Z,1,L,0,EU,6,5,1560,00
458,1232,1,480,24,0,A,B,Q,1,in back,dwelling,,,,N,,N,,1480002400,,1462013466,Z,1,L,0,EU,6,5,1570,00
459,459,1,480,33,0,A,B,Q,1,lt side cellar windo,dwelling,,,,N,,N,,1480003300,,1462030342,Z,1,L,0,EU,6,5,1580,00
460,2153,1,480,54,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1480005400,,1461684114,Z,1,L,0,EU,6,5,1600,00
461,461,1,480,55,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480005500,,1462034266,Z,1,L,0,EU,6,5,1610,00
462,462,1,480,62,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480006200,,1461989468,Z,1,L,0,EU,6,5,1620,00
463,463,1,480,65,0,A,B,Q,1,right,dwelling,,,,N,,Y,,1480006500,,1462044034,Z,1,L,0,EU,6,5,1630,00
464,2009,1,480,72,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480007200,,1462102656,Z,1,L,0,EU,6,5,1640,00
465,1878,1,480,115,0,A,W,Q,1,front door,dwelling,,,,N,,N,,1480011500,,1572925740,Z,1,L,0,EU,6,5,1650,00
466,1442,1,480,126,0,A,B,Q,1,front,dwelling,,,,N,,N,,1480012600,,1461971800,Z,1,L,0,EU,6,5,1660,00
467,1441,1,480,136,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480013600,,1461986042,Z,1,L,0,EU,6,5,1670,00
468,2323,1,480,151,0,A,B,Q,1,left front door,dwelling,,,,N,,N,,1480015100,,1462069826,Z,1,L,0,EU,6,5,1690,00
469,2134,1,480,152,0,A,B,Q,1,front door,dwelling,,,,N,,N,,1480015200,,1461875822,Z,1,L,0,EU,6,5,1700,00
470,1924,1,480,169,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1480016900,,1462072484,Z,1,L,0,EU,6,5,1710,00
471,1554,1,750,69,0,A,B,Q,1,left,dwelling,,,,N,,N,,1750006900,,1461964976,Z,1,L,0,EU,6,5,1960,00
472,2102,1,480,179,0,A,B,Q,1,front door,dwelling,,,,N,,N,,1480017900,,1462102730,Z,1,L,0,EU,6,5,1720,00
473,2141,1,480,186,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1480018600,,1462071908,Z,1,L,0,EU,6,5,1730,00
474,474,1,480,187,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1480018700,,1462099960,Z,1,L,0,EU,6,5,1740,00
475,1449,1,480,194,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1480019400,,1462100946,Z,1,L,0,EU,6,5,1750,00
476,1311,1,480,195,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1480019500,,1462063324,Z,1,L,0,EU,6,5,1760,00
477,2212,1,480,200,0,A,B,Q,1,right,dwelling,,,,N,,N,,1480020000,,1462051038,Z,1,L,0,EU,6,5,1770,00
478,2065,1,480,203,0,A,B,Q,1,driveway,dwelling,,,,N,,N,,1480020300,,1462063322,Z,1,L,0,EU,6,5,1780,00
479,1914,1,480,211,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1480021100,,1462100944,Z,1,L,0,EU,6,5,1790,00
480,480,1,480,214,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1480021400,,1462073708,Z,1,L,0,EU,6,5,1800,00
481,1799,1,480,219,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480021900,,1567705350,Z,1,L,0,EU,6,5,1810,00
482,1692,1,480,226,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1480022600,,1462071904,Z,1,L,0,EU,6,5,1820,00
483,483,1,480,229,0,A,B,Q,1,side left,dwelling,,,,N,,N,,1480022900,,1567702870,Z,1,L,0,EU,6,5,1830,00
484,1910,1,480,239,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480023900,,1462099964,Z,1,L,0,EU,6,5,1840,00
485,2085,1,480,242,0,A,W,Q,1,left side,dwelling,,,,N,,N,,1480024200,,1462099512,Z,1,L,0,EU,6,5,1850,00
486,1986,1,480,250,0,A,B,Q,1,,dwelling,,,,N,,N,,1480025000,,1462039528,Z,1,L,0,EU,6,5,1860,00
487,2281,1,480,280,0,A,B,Q,1,left,dwelling,,,,N,,N,,1480028000,,1462030344,Z,1,L,0,EU,6,5,1880,00
488,2094,1,484,16,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484001600,,1480544490,Z,1,L,0,EU,6,5,640,00
489,1940,1,484,19,0,A,B,Q,1,left,dwelling,,,,N,,N,,1484001900,,1461935870,Z,1,L,0,EU,6,5,650,00
490,490,1,484,26,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484002600,,1461944568,Z,1,L,0,EU,6,5,660,00
491,491,1,484,29,0,A,B,Q,1,left by chimney,dwellling,,,,N,,N,,1484002900,,1461961060,Z,1,L,0,EU,6,5,670,00
492,1621,1,484,36,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1484003600,,1461907246,Z,1,L,0,EU,6,5,680,00
493,1837,1,484,39,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1484003900,,1461932206,Z,1,L,0,EU,6,5,690,00
494,494,1,484,46,0,A,B,Q,1,right,dwelling,,,,N,,N,,1484004600,,1461979286,Z,1,L,0,EU,6,5,700,00
495,2291,1,484,47,0,A,B,Q,1,left,dwelling,,,,N,,N,,1484004700,,1461935872,Z,1,L,0,EU,6,5,710,00
496,1883,1,484,54,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1484005400,,1461958452,Z,1,L,0,EU,6,5,720,00
497,497,1,484,59,0,A,B,Q,1,left,dwelling,,,,N,,N,,1484005900,,1462041104,Z,1,L,0,EU,6,5,730,00
498,498,1,484,64,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1484006400,,1461961160,Z,1,L,0,EU,6,5,740,00
499,2086,1,484,69,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484006900,,1461990536,Z,1,L,0,EU,6,5,750,00
500,500,1,484,76,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484007600,,1481910194,Z,1,L,0,EU,6,5,760,00
501,1868,1,484,77,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484007700,,1461967156,Z,1,L,0,EU,6,5,770,00
502,502,1,484,87,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484008700,,1461926436,Z,1,L,0,EU,6,5,780,00
503,1492,1,484,107,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1484010700,,1461978562,Z,1,L,0,EU,6,5,790,00
504,504,1,484,117,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1484011700,,1462007106,Z,1,L,0,EU,6,5,800,00
505,505,1,484,125,0,A,W,Q,1,front right,dwelling,,,,N,,N,,1484012500,,1461932208,Z,1,L,0,EU,6,5,810,00
506,506,1,484,130,0,A,B,Q,1,in back on deck,dwelling,,,,N,,N,,1484013000,,1461937658,Z,1,L,0,EU,6,5,820,00
507,507,2,488,212,0,A,B,Q,1,,business,,,,N,,N,,2488021200,,1462037280,Z,1,L,0,EU,6,4,1180,00
508,508,2,488,222,0,A,B,Q,1,,business,,,,N,,N,,1488022200,,1462043602,Z,1,L,0,EU,6,4,1190,00
509,509,1,516,1039,0,A,B,Q,1,,dwelling,,,,N,,N,,1516103900,,1461890004,Z,1,L,0,EU,6,1,1530,00
510,510,1,516,1047,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1516104700,,1461878260,Z,1,L,0,EU,6,1,1540,00
511,2003,1,516,1059,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1516105900,,1461975372,Z,1,L,0,EU,6,1,1550,00
512,512,1,516,1075,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1516107500,,1462013442,Z,1,L,0,EU,6,1,1560,00
513,2334,1,516,1087,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1516108700,,1461958274,Z,1,L,0,EU,6,1,1570,00
514,514,1,516,1101,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1516110100,,1462013808,Z,1,L,0,EU,6,1,1590,00
515,1971,1,516,1111,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1516111100,,1462013810,Z,1,L,0,EU,6,1,1600,00
516,1566,1,544,12,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544001200,,1462087416,Z,1,L,0,EU,6,3,40,00
517,2097,1,544,15,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544001500,,1484584054,Z,1,L,0,EU,6,3,50,00
518,518,1,544,20,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544002000,,1462018742,Z,1,L,0,EU,6,3,60,00
519,519,1,544,21,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544002100,,1462091430,Z,1,L,0,EU,6,3,70,00
520,520,1,544,24,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544002400,,1462034010,Z,1,L,0,EU,6,3,80,00
521,521,1,544,32,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544003200,,1462087476,Z,1,L,0,EU,6,3,90,00
522,522,1,544,38,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544003800,,1462100028,Z,1,L,0,EU,6,3,100,00
523,2091,1,544,44,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544004400,,1461977122,Z,1,L,0,EU,6,3,110,00
524,524,1,544,52,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544005200,,1462033716,Z,1,L,0,EU,6,3,120,00
525,2210,1,544,57,0,A,B,Q,1,left,dwelling,,,,N,,N,,1544005700,,1548156790,Z,1,L,0,EU,6,3,130,00
526,526,1,544,58,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544005800,,1462038450,Z,1,L,0,EU,6,3,140,00
527,527,1,544,63,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544006300,,1462034006,Z,1,L,0,EU,6,3,150,00
528,1827,1,544,66,0,A,B,Q,1,left front,dwelling,,,,N,,N,"12/2/03  david moticia replaced the 6"" orange berg pipe with sdr from the house to 5' in from the curb drawing attached to street sheet.",1544006600,,1567705160,Z,1,L,0,EU,6,3,160,00
529,1746,1,544,70,0,A,B,Q,1,right,dwelling,,,,N,,N,,1544007000,,1462088994,Z,1,L,0,EU,6,3,170,00
530,2275,1,544,71,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544007100,,1462088996,Z,1,L,0,EU,6,3,180,00
531,1450,1,544,77,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544007700,,1462037184,Z,1,L,0,EU,6,3,190,00
532,1569,1,544,78,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544007800,,1461872708,Z,1,L,0,EU,6,3,200,00
533,533,1,544,87,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544008700,,1462015640,Z,1,L,0,EU,6,3,210,00
534,534,1,544,88,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544008800,,1461916846,Z,1,L,0,EU,6,3,220,00
535,1693,1,544,94,0,A,B,Q,1,right,dwelling,,,,N,,N,,1544009400,,1461964548,Z,1,L,0,EU,6,3,230,00
536,536,1,544,98,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544009800,,1461900052,Z,1,L,0,EU,6,3,240,00
537,2175,1,544,103,0,A,B,Q,1,right,dwelling,,,,N,,N,,1544010300,,1462035534,Z,1,L,0,EU,6,3,250,00
538,538,1,544,104,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544010400,,1461884550,Z,1,L,0,EU,6,3,260,00
539,2131,1,544,110,0,A,B,Q,1,left,dwelling,,,,N,,N,,1544011000,,1461935016,Z,1,L,0,EU,6,3,270,00
540,1671,1,544,114,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544011400,,1461872464,Z,1,L,0,EU,6,3,280,00
541,2187,1,544,120,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544012000,,1461953462,Z,1,L,0,EU,6,3,290,00
542,542,1,544,123,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544012300,,1462088990,Z,1,L,0,EU,6,3,300,00
543,1663,1,544,128,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544012800,,1461763074,Z,1,L,0,EU,6,3,310,00
544,1836,1,544,129,0,A,B,Q,1,right,dwelling,,,,N,,N,,1544012900,,1461899100,Z,1,L,0,EU,6,3,320,00
545,545,1,544,135,0,A,B,Q,1,front,dwellling,,,,N,,N,,1544013500,,1462033714,Z,1,L,0,EU,6,3,330,00
546,1929,1,544,136,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544013600,,1461971160,Z,1,L,0,EU,6,3,340,00
547,1859,1,544,143,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1544014300,,1461899278,Z,1,L,0,EU,6,3,350,00
548,548,1,544,144,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1544014400,,1461968538,Z,1,L,0,EU,6,3,360,00
549,549,1,544,150,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544015000,,1461940798,Z,1,L,0,EU,6,3,370,00
550,1738,1,544,155,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544015500,,1462100026,Z,1,L,0,EU,6,3,380,00
551,551,1,544,156,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1544015600,,1461969642,Z,1,L,0,EU,6,3,390,00
552,2060,1,544,160,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544016000,,1461972368,Z,1,L,0,EU,6,3,400,00
553,1716,1,544,166,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544016600,,1461885220,Z,1,L,0,EU,6,3,410,00
554,554,1,544,170,0,A,B,Q,1,front,dwelling,,,,N,,Y,,1544017000,,1461897100,Z,1,L,0,EU,6,3,420,00
555,2140,1,544,171,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1544017100,,1462091432,Z,1,L,0,EU,6,3,430,00
556,2226,1,544,177,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544017700,,1461892512,Z,1,L,0,EU,6,3,440,00
557,557,1,544,178,0,A,B,Q,1,left,dwelling,,,,N,,N,,1544017800,,1461768054,Z,1,L,0,EU,6,3,450,00
558,2103,1,544,184,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544018400,,1461885214,Z,1,L,0,EU,6,3,460,00
559,559,1,544,187,0,A,B,Q,1,left,dwelling,,,,N,,N,,1544018700,,1548156304,Z,1,L,0,EU,6,3,470,00
560,560,1,544,190,0,A,B,Q,1,left front,dwelling,,,,N,,Y,,1544019000,,1461876952,Z,1,L,0,EU,6,3,480,00
561,2206,1,544,197,0,A,B,Q,1,left,dwelling,,,,N,,N,,1544019700,,1461890496,Z,1,L,0,EU,6,3,490,00
562,2195,1,544,200,0,A,B,Q,1,front,dwelling,,,,N,,N,,1544020000,,1461894732,Z,1,L,0,EU,6,3,500,00
563,2051,1,560,5,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1560000500,,1462006156,Z,1,L,0,EU,6,3,510,00
564,2326,1,560,11,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1560001100,,1461980076,Z,1,L,0,EU,6,3,520,00
565,1216,1,560,14,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560001400,,1462001458,Z,1,L,0,EU,6,3,530,00
566,1549,1,560,19,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560001900,,1461980074,Z,1,L,0,EU,6,3,540,00
567,1730,1,560,24,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560002400,,1461889194,Z,1,L,0,EU,6,3,550,00
568,2188,1,560,31,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560003100,,1462008240,Z,1,L,0,EU,6,3,560,00
569,1499,1,560,32,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560003200,,1461900882,Z,1,L,0,EU,6,3,570,00
570,2176,1,560,40,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560004000,,1461894686,Z,1,L,0,EU,6,3,580,00
571,2074,1,560,41,0,A,B,Q,1,right,dwelling,,,,N,,N,,1560004100,,1462094728,Z,1,L,0,EU,6,3,590,00
572,572,1,560,48,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560004800,,1461889626,Z,1,L,0,EU,6,3,600,00
573,2070,1,560,51,0,A,B,Q,1,back right,dwelling,,,,N,,N,,1560005100,,1462087470,Z,1,L,0,EU,6,3,610,00
574,574,1,560,54,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1560005400,,1461889262,Z,1,L,0,EU,6,3,620,00
575,2244,1,560,62,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560006200,,1461889622,Z,1,L,0,EU,6,3,630,00
576,1646,1,560,71,0,A,B,Q,1,left,dwelling,,,,N,,N,Transfer effec. 8/31/04,1560007100,,1462094726,Z,1,L,0,EU,6,3,640,00
577,2204,1,560,80,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1560008000,,1482368902,Z,1,L,0,EU,6,3,650,00
578,578,1,560,90,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560009000,,1461922058,Z,1,L,0,EU,6,3,660,00
579,579,1,560,98,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560009800,,1461893678,Z,1,L,0,EU,6,3,670,00
580,580,1,560,106,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560010600,,1461889478,Z,1,L,0,EU,6,3,680,00
581,581,1,560,112,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560011200,,1461900856,Z,1,L,0,EU,6,3,690,00
582,1324,1,560,120,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560012000,,1461889190,Z,1,L,0,EU,6,3,700,00
583,2069,1,560,128,0,A,B,Q,1,front,dwellling,,,,N,,N,,1560012800,,1461893202,Z,1,L,0,EU,6,3,710,00
584,1217,1,560,136,0,A,B,Q,1,front,dwelling,,,,N,,N,,1560013600,,1548148462,Z,1,L,0,EU,6,3,720,00
585,585,1,560,170,0,A,B,Q,1,right,dwelling,,,,N,,N,,1560017000,,1461893204,Z,1,L,0,EU,6,3,730,00
586,586,1,560,171,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1560017100,,1462038446,Z,1,L,0,EU,6,3,740,00
