"PROP   ","CARD#","_ACODE","_BCODE","_CCODE","_DCODE","_ECODE","_FCODE","_GCODE","_HCODE","_ICODE","_JCODE","_KCODE","_LCODE","_MCODE","_NCODE","_OCODE","_PCODE","_QCODE","_RCODE","PRISH                          ","BLDYR","RMDYR","EFYRBLD","CONSTR","B1PER                           ","B1USE","B2PER                           ","B2USE","F1PER                           ","F1USE","F2PER                           ","F2USE","S1PER                           ","S1USE","S2PER                           ","S2USE","T1PER                           ","T1USE","T2PER                           ","T2USE","U1PER                           ","U1USE","U2PER                           ","U2USE","B1PRADJ                         ","B2PRADJ                         ","F1PRADJ                         ","F2PRADJ                         ","S1PRADJ                         ","S2PRADJ                         ","T1PRADJ                         ","T2PRADJ                         ","U1PRADJ                         ","U2PRADJ                         ","B1VALUE                       ","B2VALUE                       ","F1VALUE                       ","F2VALUE                       ","S1VALUE                       ","S2VALUE                       ","T1VALUE                       ","T2VALUE                       ","U1VALUE                       ","U2VALUE                       ","1OCODE","1OSIZE                        ","1OQTY                         ","1OVAL                         ","2OCODE","2OSIZE                        ","2OQTY                         ","2OVAL                         ","3OCODE","3OSIZE                        ","3OQTY                         ","3OVAL                         ","4OCODE","4OSIZE                        ","4OQTY                         ","4OVAL                         ","5OCODE","5OSIZE                        ","5OQTY                         ","5OVAL                         ","MAIN_AREA                     ","AT_AREA                       ","MAIN_VALUE                    ","BSMT_VALUE                    ","HEAT_VALUE                    ","PLUMB_VALUE                   ","AT_VALUE                      ","T_OTHER_VALUE                 ","C_D_FACTOR                      ","CDU","DEPREC                        ","LIV_VALUE                     ","CAR_VALUE                     ","BEDRM_VALUE                   ","BATH_VALUE                    ","GRADE_VALUE                   ","LAND_VALUE                    ","POOL_VALUE                    ","TENNIS_VALUE                  ","SHED_VALUE                    ","MADJ_VALUE                    ","MREASON                               ","CONDO_STYLE","TSEQ                          ","DLC        " 
"4540225","01","31","01","01","01","01","02","02","02","02","01","33","99","02","02","01","05","05","05",                               ,"1994","    ","    "," ",                           52.00,"86",                                ,"  ",                          100.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        118470,                              ,                        821910,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           420,                              ,                          9350,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7618,                              ,                        512860,                        359000,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5459,"17-Oct-2018" 
"4540232","01","51","01","01","01","01","02","04","02","02","02","47","  ","04","  ","01","05","05","05",                               ,"1996","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          119.88,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        315280,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"BC1 ",                           238,                              ,                              ,"BE1 ",                              ,                             1,                              ,"BE2 ",                              ,                             1,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2630,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3519,"10-Aug-2012" 
"4540240","01","51","03","01","02","05","02","02","08","02","01","50","99","99","  ","01","05","05","05",                               ,"1998","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          151.32,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        956340,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"BC1 ",                           920,                              ,                         25120,"CP7 ",                           228,                              ,                          5070,"BE0 ",                           280,                              ,                         75890,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          6320,                              ,                       1564410,                       1095090,                              ,                              ,                              ,                              ,                            1.00,"  ",                             5,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5241,"09-Nov-2017" 
"4540248","01","47","02","05","05","05","02","01","02","02","02","40","98","99","  ","02","05","05","05",                               ,"1972","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"47",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           78.88,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        713390,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"AC1 ",                          2880,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          9044,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2654,"24-Sep-2008" 
"4540255","01","33","05","05","05","05","02","05","02","02","02","33","99","99","  ","01","05","05","05",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"33",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           94.81,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                      15397140,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                         10144,                              ,                        225700,"MZ2 ",                          2720,                              ,                         82420,"1SA ",                          1204,                              ,                         60200,"1SA ",                           112,                              ,                          5600,"1SA ",                          1680,                              ,                         84000,                        162400,                              ,                      11130260,                       7791180,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6106,"05-May-2021" 
"4540255","02","51","02","05","05","05","02","05","08","02","02","40","99","99","  ","01","05","05","05",                               ,"1999","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          168.13,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        485560,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           324,                              ,                          7210,"BE0 ",                           144,                              ,                         39030,"BE2 ",                             1,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2888,                              ,                        569560,                        398690,                              ,                              ,                              ,                              ,                            1.00,"  ",                            15,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3011,"16-Dec-2008" 
"4540260","01","34","02","01","02","05","02","05","02","02","01","40","99","99","  ","01","05","05","05",                               ,"1995","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       3345670,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           434,                              ,                              ,"CP7 ",                           168,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         39650,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4734,"15-Aug-2014" 
"4540265","01","70","02","01","01","01","98","01","02","02","02","50","  ","99","  ","01","05","05","05",                               ,"2008","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"70",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.88,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        635000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          6764,                              ,                        885830,                        620080,                              ,                              ,                              ,                              ,                            1.00,"  ",                            10,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5463,"17-Oct-2018" 
"4540279","01","31","  ","05","05","01","02","02","02","02","01","33","  ","01","02","01","05","05","05",                               ,"1948","    ","    "," ",                           50.00,"36",                           50.00,"86",                          100.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           80.92,                           29.91,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        103010,                         38080,                        274690,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                            77,                              ,                          1710,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2546,                              ,                        112720,                         78900,                              ,                              ,                              ,                              ,                            1.00,"  ",                            75,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4876,"01-Oct-2015" 
"4540282","01","34","01","01","01","02","02","02","01","01","01","33","  ","01","03","01","04","04","05",                               ,"1954","    ","    "," ",                           50.00,"34",                           50.00,"84",                          100.00,"34",                                ,"  ",                           60.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           63.28,                           29.91,                           84.38,                                ,                           67.50,                                ,                                ,                                ,                                ,                                ,                         36070,                         17050,                         96190,                              ,                         46170,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           120,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1140,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            60,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3337,"12-May-2011" 
"4540290","01","34","01","01","01","01","02","02","02","02","01","40","99","01","01","01","05","05","05",                               ,"1985","    ","    "," ",                          100.00,"91",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        320640,                              ,                        904550,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         10720,                              ,                       1003430,                        702400,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5635,"19-Dec-2018" 
"4540300","01","31","03","01","01","01","02","02","02","02","01","37","  ","01","03","01","05","05","05",                               ,"1965","    ","2010"," ",                           45.00,"31",                                ,"  ",                          100.00,"31",                                ,"  ",                           40.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           80.92,                                ,                          107.89,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                        259670,                              ,                        769470,                              ,                        297740,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7132,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4818,"16-Mar-2015" 
"4540302","01","53","  ","05","05","01","02","02","02","02","01","33","  ","05","  ","01","05","05","04",                               ,"1987","    ","    "," ",                          100.00,"53",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           97.84,                                ,                          130.45,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                       1907000,                              ,                       2542600,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"EL1 ",                              ,                             1,                              ,"CP7 ",                           750,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         19491,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            50,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2660,"24-Sep-2008" 
"4540304","01","34","01","01","01","01","02","02","05","03","01","30","99","02","01","01","03","03","03",                               ,"1950","    ","    "," ",                           25.00,"91",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                         68050,                              ,                        767860,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          9100,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4422,"11-Dec-2013" 
"4540310","01","51","02","01","01","01","02","02","02","02","01","47","  ","01","02","01","05","05","05",                               ,"1985","    ","    "," ",                           66.00,"86",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          151.32,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                         42950,                              ,                        329270,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"BE1 ",                              ,                             1,                              ,"BC1 ",                           620,                              ,                              ,"BE0 ",                           432,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2176,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2662,"24-Sep-2008" 
"4540315","01","33","14","05","05","05","02","05","08","02","02","40","99","99","  ","01","05","05","05",                               ,"1974","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"33",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           94.81,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       7044760,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"LD1 ",                            96,                              ,                          1060,"CP7 ",                          3589,                              ,                         79860,"CP7 ",                          1530,                              ,                         34040,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         74304,                              ,                       6765935,                       4736155,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5464,"17-Oct-2018" 
"4540315","02","34","02","05","05","05","02","05","08","02","02","43","99","99","  ","01","05","05","05",                               ,"2011","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.75,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                       1770000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"MZ1 ",                          2250,                              ,                         30380,"LD1 ",                           360,                              ,                          3960,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         18880,                              ,                       2314066,                       1619846,                              ,                              ,                              ,                              ,                            1.00,"  ",                             5,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3390,"02-Mar-2012" 
"4540315","03","31","  ","  ","  ","  ","  ","  ","  ","  ","01","43","  ","  ","  ","  ","  ","  ","  ",                               ,"1999","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        852980,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"SS1 ",                          7906,                             1,                         16600,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7906,                              ,                        997843,                        698490,                              ,                              ,                              ,                              ,                            1.00,"  ",                            15,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2667,"24-Sep-2008" 
"4540320","01","34","02","01","01","01","02","02","02","02","01","37","  ","02","01","01","05","05","05",                               ,"1990","    ","    "," ",                           70.00,"91",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        581870,                              ,                       2345090,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         27792,                              ,                       2225950,                       1558170,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5465,"17-Oct-2018" 
