"PROP   ","CARD#","1TYPE","1WIDTH                        ","1LENGTH                       ","1AREA                         ","1RATE                           ","1YEAR","1COND","1RCN                          ","1DEPR                         ","1RCNLD                        ","1_ID      ","2TYPE","2WIDTH                        ","2LENGTH                       ","2AREA                         ","2RATE                           ","2YEAR","2COND","2RCN                          ","2DEPR                         ","2RCNLD                        ","2_ID      ","3TYPE","3WIDTH                        ","3LENGTH                       ","3AREA                         ","3RATE                           ","3YEAR","3COND","3RCN                          ","3DEPR                         ","3RCNLD                        ","3_ID      ","4TYPE","4WIDTH                        ","4LENGTH                       ","4AREA                         ","4RATE                           ","4YEAR","4COND","4RCN                          ","4DEPR                         ","4RCNLD                        ","4_ID      ","5TYPE","5WIDTH                        ","5LENGTH                       ","5AREA                         ","5RATE                           ","5YEAR","5COND","5RCN                          ","5DEPR                         ","5RCNLD                        ","5_ID      ","6TYPE","6WIDTH                        ","6LENGTH                       ","6AREA                         ","6RATE                           ","6YEAR","6COND","6RCN                          ","6DEPR                         ","6RCNLD                        ","6_ID      ","7TYPE","7WIDTH                        ","7LENGTH                       ","7AREA                         ","7RATE                           ","7YEAR","7COND","7RCN                          ","7DEPR                         ","7RCNLD                        ","7_ID      ","8TYPE","8WIDTH                        ","8LENGTH                       ","8AREA                         ","8RATE                           ","8YEAR","8COND","8RCN                          ","8DEPR                         ","8RCNLD                        ","8_ID      ","9TYPE","9WIDTH                        ","9LENGTH                       ","9AREA                         ","9RATE                           ","9YEAR","9COND","9RCN                          ","9DEPR                         ","9RCNLD                        ","9_ID      ","ATYPE","AWIDTH                        ","ALENGTH                       ","AAREA                         ","ARATE                           ","AYEAR","ACOND","ARCN                          ","ADEPR                         ","ARCNLD                        ","A_ID      ","BTYPE","BWIDTH                        ","BLENGTH                       ","BAREA                         ","BRATE                           ","BYEAR","BCOND","BRCN                          ","BDEPR                         ","BRCNLD                        ","B_ID      ","CTYPE","CWIDTH                        ","CLENGTH                       ","CAREA                         ","CRATE                           ","CYEAR","CCOND","CRCN                          ","CDEPR                         ","CRCNLD                        ","C_ID      ","TPOOLS                        ","TTENNIS                       ","TSHEDS                        ","FLAG","TSEQ                          ","DLC        " 
"4690030","01","RS1 ",                            10,                            16,                           160,                           20.00,"2008","C   ",                          3200,                            50,                          1600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          6453,"02-Jun-2008" 
"4690035","01","RS1 ",                            12,                            20,                           240,                           20.00,"2007","C   ",                          4800,                            50,                          2400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          5838,"26-Sep-2007" 
"4690036","01","RG1 ",                            20,                            24,                           480,                           31.53,"1991","C   ",                         15134,                            50,                          7570,"          ","RS1 ",                             8,                            24,                           192,                           20.00,"1992","C   ",                          3840,                            50,                          1920,"          ","RS1 ",                             8,                            10,                            80,                           20.00,"1992","C   ",                          1600,                            50,                           800,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             2,"  ",                          1852,"06-Oct-1992" 
"4690041","01","RS1 ",                             8,                             8,                            64,                           20.00,"    ","C   ",                          1280,                            50,                           640,"          ","RS1 ",                            12,                            24,                           288,                           20.00,"2018","C   ",                          5760,                            50,                          2880,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         13112,"01-May-2018" 
"4690042","01","RS1 ",                            10,                            16,                           160,                           20.00,"2003","C   ",                          3200,                            50,                          1600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          4129,"03-Jun-2003" 
"4690050","01","RS1 ",                             8,                            12,                            96,                           20.00,"    ","C   ",                          1920,                            50,                           960,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          9157,"15-Aug-2012" 
"4690059","01","RS1 ",                            12,                            12,                           144,                           20.00,"    ","C   ",                          2880,                            50,                          1440,"          ","PT1 ",                            10,                            16,                           160,                            6.25,"    ","C   ",                          1000,                            50,                           500,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          4708,"03-Mar-1993" 
"4690069","01","RS1 ",                            12,                            19,                           228,                           20.00,"    ","C   ",                          4560,                            50,                          2280,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                          4721,"03-Mar-1993" 
"4690080","01","RG1 ",                            24,                            30,                           720,                           29.90,"    ","C   ",                         21528,                            50,                         10760,"          ","RP1 ",                            16,                            32,                           512,                           43.06,"    ","C   ",                         22047,                            50,                         11000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                              ,"  ",                         15012,"23-Oct-2020" 
"4690094","01","RG1 ",                            21,                            37,                           777,                           29.66,"    ","C   ",                         23046,                            50,                         11520,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         11104,"04-May-1999" 
"4690107","01","RS1 ",                             8,                            16,                           128,                           20.00,"    ","C   ",                          2560,                            50,                          1280,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          2322,"27-Sep-2004" 
"4690122","01","RS1 ",                            10,                            10,                           100,                           20.00,"    ","C   ",                          2000,                            50,                          1000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                          5226,"10-May-2007" 
"4690130","01","RS1 ",                            10,                            16,                           160,                           20.00,"2014","C   ",                          3200,                            50,                          1600,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         11285,"28-Aug-2014" 
"4690143","01","RS1 ",                            12,                            20,                           240,                           20.00,"    ","C   ",                          4800,                            50,                          2400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         12285,"09-Aug-2016" 
"4700018","01","RG1 ",                            20,                            22,                           440,                           32.10,"    ","C   ",                         14124,                            50,                          7060,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","RS1 ",                            16,                            20,                           320,                           20.00,"    ","C   ",                          6400,                            50,                          3200,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         11105,"04-May-1999" 
