BACK TAX CODE,LIST NO,YEAR,TYPE,NAME,SECOND NAME,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP5,ZIP4,TOTAL TAX DUE,1ST PMT DUE,2ND PMT DUE,GROSS ASSESSMENT,TOTAL EXEMPTION,NET ASSESSMENT,LOCATION #,LOCATION NAME,PROPERTY DESC1,PROPERTY DESC2,DISTRICT,MILL RATE,TOWN NO.,C OF C TEXT,C OF C NO,C OF C DATE,TAX BASE BEFORE,MILL RATE BEFORE,USER MESSAGE,OCR SCAN LINE,EDP TEXT,EDP AMOUNT,TOTAL DUE 3RD,TOTAL DUE 4TH,CITY TAX DUE,CITY MILL RATE,FIRE TAX DUE,FIRE MILL RATE,BAR CODE
"",406025,2012,"P","GRANT JOHN","DBA GRANT BUILDING LLC","114 HUNTINGTON RD","","WINSTED","CT","06098","0000",20.90,20.90,0.00,670,0,670,"    114","HUNTINGTON RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124060253000002090900000209097,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406025P2012*
"",421048,2012,"P","GRAYHAWK LEASING LLC","","PO BOX 660937","","DALLAS","TX","75266","0634",484.22,242.11,242.11,15520,0,15520,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210486000048422000002421159,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421048P2012*
"",401830,2012,"P","GREENWOODS COUNTRY CLUB INC","","PO BOX 598","","WINSTED","CT","06098","0000",3764.90,1882.45,1882.45,120670,0,120670,"    290","TORRINGFORD ST","Non-Reg Motor Vehicl-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124018301000376490900018824550,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401830P2012*
"",420138,2012,"P","GTECH CORPORATION","","10 MEMORIAL BOULEVARD","","PROVIDENCE","RI","02903","0000",86.11,86.11,0.00,2760,0,2760,"    200","NEW HARTFORD RD","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124201386000008611600000861161,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420138P2012*
"",400235,2012,"P","GUIDA MILK & ICE CREAM","","PO BOX 2110","ATTN: 209998","NEW BRITAIN","CT","06051","2110",151.32,75.66,75.66,4850,0,4850,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124002354000015132400000756634,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400235P2012*
"",401910,2012,"P","H O PRODUCTS CORP","","12 MUNRO ST","","WINSTED","CT","06098","0000",2098.52,1049.26,1049.26,82970,15710,67260,"     12","MUNRO ST","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124019101000209852300010492613,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401910P2012*
"",420643,2012,"P","HAIRCUTS BY HEIDI","","142 MAIN ST","","WINSTED","CT","06098","0000",47.11,47.11,0.00,1510,0,1510,"    142","MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124206435000004711800000471189,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420643P2012*
"",406809,2012,"P","HALLMARK MARKETING CORP","","P O BOX 419479 TAX #407","","KANSAS CITY","MO","64141","6479",37.44,37.44,0.00,1200,0,1200,"    200","NEW HARTFORD RD","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124068090000003744000000374409,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406809P2012*
"",406209,2012,"P","HDB INC","DBA HOMER D BRONSON CO","150 PRICE RD","","WINSTED","CT","06098","0000",1300.42,650.21,650.21,41680,0,41680,"    150","PRICE RD","Machinery-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124062093000130042500006502184,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406209P2012*
"",420821,2012,"P","HEALTH FOOD CORNER","BAILEY ROBERT & SUSAN","390 MAIN ST","","WINSTED","CT","06098","0000",143.52,71.76,71.76,4600,0,4600,"    390","MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208217000014352900000717616,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420821P2012*
"",421072,2012,"P","HEAVENY SPA & NAILS","","386 MAIN ST","","WINSTED","CT","06098","0000",232.14,116.07,116.07,7440,0,7440,"    386","MAIN ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210726000023214000001160794,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421072P2012*
"",420823,2012,"P","HOCON GAS OF TORRINGTON LLC","","33 ROCKLAND ROAD","","NORWALK","CT","06854","0000",269.58,134.79,134.79,8640,0,8640,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124208233000026958900001347917,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420823P2012*
"",402192,2012,"P","HOLMES ELECTRIC","","87 1/2 HIGH ST","","WINSTED","CT","06098","0000",155.70,77.85,77.85,4990,0,4990," 87 1/2","HIGH ST","Furniture-Mechanic's Tools-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124021925000015570500000778596,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402192P2012*
"",420878,2012,"P","HOME SWEET HOME PETSETTING","C/O PATRICK MIKE & SANDY","1 HAMILL DR","","WINSTED","CT","06098","0000",48.67,48.67,0.00,1560,0,1560,"      1","HAMILL DR","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124208787000004867800000486785,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420878P2012*
"",402160,2012,"P","HOWD LAVERI & FINCH","","682 MAIN STREET","","WINSTED","CT","06098","0000",1150.34,575.17,575.17,36870,0,36870,"    682","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124021602000115034100005751756,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402160P2012*
"",402164,2012,"P","HOWMET CASTING & SERVICES INC","C/O ALCOA INC","201 ISABELLA ST","TAX SERVICES-PROPERT TAX DEPT","PITTSBURGH","PA","15212","0000",17752.80,8876.40,8876.40,7909420,7340420,569000,"    145","PRICE RD","Non-Reg Motor Vehicl-Machinery-New Mfg. Equip-Furniture","",0,31.200,162,"",0,,0,0,"",16220120124021644001775280900088764011,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402164P2012*
"",420543,2012,"P","HP ENTERPRISE SERVICES, LLC","PROPERTY TAX DEPT.","5400 LEGACY DR HI-4A-66","`","PLANO","TX","75024","0000",228.38,114.19,114.19,7320,0,7320,"    942","MAIN ST & 149 COLEBROOK R","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124205437000022838700001141996,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420543P2012*
"",420867,2012,"P","HP FINANCIAL SERVICES","","3000 HANOVER STREET","BLDG 20D/MS 1514","PALO ALTO","CA","94304","1112",146.02,73.01,73.01,4680,0,4680,"     44","ELM ST","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124208670000014602700000730157,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420867P2012*
"",420949,2012,"P","HUGHES NETWORK SYSTEMS LLC","C/O THOMSON REUTERS PTS","PO BOX 460049","","HOUSTON","TX","77056","0000",12.17,12.17,0.00,390,0,390,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124209496000001217900000121794,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420949P2012*
"",406810,2012,"P","IBM CREDIT LLC","","PO BOX 1159","150 KETTLETOWN RD","SOUTHBURY","CT","06488","0000",97.97,97.97,0.00,3140,0,3140,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124068108000009797200000979727,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406810P2012*
"",420864,2012,"P","IDEAL WOODWORKING LLC","C/O UTENIS RICHARD","PO BOX 182","","WINCHESTER","CT","06094","0182",1545.02,772.51,772.51,49520,0,49520,"    103","PRESTON RD","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208647000154502900007725175,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420864P2012*
"",421087,2012,"P","IN DEMAND REALTY","C/O GINA SARTIRANA","P O BOX 20","","WINSTED","CT","00098","0000",17.47,17.47,0.00,560,0,560,"","","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210874000001747500000174753,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421087P2012*
"",420976,2012,"P","INDINO TONY","C/O WHITING MILLS LLC","210 HOLABIRD AVE","","WINSTED","CT","06098","0000",142.90,71.45,71.45,4580,0,4580,"","","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124209769000014290100000714564,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420976P2012*
"",420824,2012,"P","INERGY PROPANE LLC","ATTN- TAX DEPT","P O BOX 206","","WHIPPANY","NJ","07981","0000",181.28,90.64,90.64,5810,0,5810,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124208241000018128900000906478,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420824P2012*
"",402300,2012,"P","J & G MACHINING CO INC","","100 WHITING STREET","","WINSTED","CT","06098","0000",1333.50,666.75,666.75,238350,195610,42740,"    100","WHITING ST","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124023004000133350900006667505,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402300P2012*
"",405172,2012,"P","J B APPLIANCES","","500 MAIN ST","","WINSTED","CT","06098","0000",76.13,76.13,0.00,2440,0,2440,"    500","MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124051724000007613300000761338,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*405172P2012*
"",420876,2012,"P","J LAMB REALTY","C/O LAMB JACK","101 RIDGE ST","","WINSTED","CT","06098","0000",15.91,15.91,0.00,510,0,510,"    101","RIDGE ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208761000001591700000159172,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420876P2012*
"",420066,2012,"P","J PHILLIPS HALL INSURANCE LLC","","203 HOLABIRD AVE","","WINSTED","CT","06098","0000",112.64,56.32,56.32,3610,0,3610,"    203","HOLABIRD AVE","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124200669000011264900000563252,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420066P2012*
"",420851,2012,"P","JACKS AUTO BODY","","103 RIVERTON RD","","WINSTED","CT","06098","0000",328.86,164.43,164.43,11040,500,10540,"    103","RIVERTON RD","Furniture-Mechanic's Tools-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208514000032886400001644346,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420851P2012*
"",402330,2012,"P","JAMIESON N G DMD","","79 PARK PLACE","","WINSTED","CT","06098","0000",116.38,58.19,58.19,3730,0,3730,"     79","PARK PLACE","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124023301000011638400000581986,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402330P2012*
"",406803,2012,"P","JLP INC","DBA BEACON PRESCRIPTIONS","294 MAIN STREET","","WINSTED","CT","06098","0000",1046.30,523.15,523.15,33535,0,33535,"    294","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124068033000104630900005231590,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406803P2012*
"",421089,2012,"P","JMS FOODSERVICE LLC","","1 STRAWBERRY LANE","","ORRVILLE","OH","44667","0280",51.48,51.48,0.00,1650,0,1650,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210890000005148200000514825,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421089P2012*
"",420825,2012,"P","JN AUTO ASSOCIATES","","627 SOUTH MAIN ST","","TORRINGTON","CT","06790","6922",4.68,4.68,0.00,150,0,150,"     12","PERKINS","Furniture-Mechanic's Tools-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208258000000468900000046895,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420825P2012*
"",420217,2012,"P","JOHN HERMAN REAL ESTATE","","800 E WAKEFIELD BLVD","","WINSTED","CT","06098","0000",267.38,133.69,133.69,8570,0,8570,"    800","E WAKEFIELF BLVD","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124202178000026738500001336942,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420217P2012*
"",421088,2012,"P","JOHN'S IMPORTS","","98 NORTH MAIN ST","","WINSTED","CT","06098","0000",163.50,81.75,81.75,5240,0,5240,"","","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210882000016350100000817524,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421088P2012*
"",401207,2012,"P","JOHN'S PACKAGE STORE","C/O JOHN DIMAURO","98 NORTH MAIN ST","","WINSTED","CT","06098","0000",126.68,63.34,63.34,4060,0,4060,"     98","NORTH MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124012072000012668000000633471,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401207P2012*
"",401790,2012,"P","JONES MARK K ATTORNEY","","25 CENTER STREET","","WINSTED","CT","06098","0000",86.11,86.11,0.00,2760,0,2760,"     25","CENTER ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124017907000008611600000861168,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401790P2012*
"BT",421031,2012,"P","JOURNAL REGISTER EAST INC","","REGISTER CITIZEN","40 SARGENT DRIVE","NEW HAVEN","CT","06511","0000",25.58,25.58,0.00,820,0,820,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220121024210312000002558500000255857,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421031P2012*
"",420143,2012,"P","K J FRACASSO IND INC","C/O FRACASSO KEN","PO BOX 447","","WINSTED","CT","06098","0000",78.94,78.94,0.00,3030,500,2530,"    140","STANDARD AVE","Furniture-Mechanic's Tools-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124201436000007894900000789492,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420143P2012*
"",420205,2012,"P","KANDRYSAWT","","K4 NANNI DR","","WINSTED","CT","06098","0000",15.13,15.13,0.00,485,0,485,"     K4","NANNI DR","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124202053000001513100000151316,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420205P2012*
"",420965,2012,"P","KARPET PARTNERS","","485 N MAIN ST","","WINSTED","CT","06098","0000",630.08,315.04,315.04,20195,0,20195,"    485","N MAIN ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209652000063008700003150449,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420965P2012*
"",420777,2012,"P","KATHY'S CUPBOARD","C/O LARRY FORAN","406 MAIN ST","","WINSTED","CT","06098","0000",13.10,13.10,0.00,420,0,420,"    406","MAIN ST","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124207771000001310200000131024,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420777P2012*
"",421051,2012,"P","KAY CHEMICAL COMPANY","","370 WABASHA STREET NORTH","TAX DEPT EUC-12","SAINT PAUL","MN","55012","0000",38.38,38.38,0.00,1230,0,1230,"     37","PARK PLACE","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210510000003838000000383807,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421051P2012*
"BT",421061,2012,"P","KDS GLASS","P O BOX 62","37 HIGH ST","","WINSTED","CT","06098","0000",53.04,53.04,0.00,1700,0,1700,"     37","HIGH ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024210619000005304100000530413,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421061P2012*
"",402420,2012,"P","KEHOW TRIBE","","15 CASE AVENUE","","WINSTED","CT","06098","0000",117.94,58.97,58.97,3780,0,3780,"     15","CASE AVE","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124024200000011794500000589740,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402420P2012*
"",420759,2012,"P","KELLYS KITCHEN","","438 MAIN ST","","WINSTED","CT","06098","0000",291.72,145.86,145.86,9350,0,9350,"    438","MAIN ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124207599000029172400001458623,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420759P2012*
"BT",410008,2012,"P","KENCO VENDING","","P O BOX 976","","WINSTED","CT","06098","0000",675.18,337.59,337.59,21640,0,21640,"     12","MUNRO ST","All Others","",0,31.200,162,"",0,,0,0,"",16220121024100083000067518100003375927,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*410008P2012*
"",402440,2012,"P","KENT PIZZA","","538 MAIN STREET","","WINSTED","CT","06098","0000",418.70,209.35,209.35,13420,0,13420,"    538","MAIN ST","Furniture-Supplies-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124024408000041870700002093534,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402440P2012*
"",404475,2012,"P","KENYON OIL COMPANY INC","","355 ALLENS AVE","","PROVIDENCE","RI","02905","0000",1557.20,778.60,778.60,49910,0,49910,"    102","COLEBROOK RIVER RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124044752000155720600007786057,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404475P2012*
"",420142,2012,"P","KENYON OIL COMPANY INC","","355 ALLENS AVE","","PROVIDENCE","RI","02905","0000",624.32,312.16,312.16,20010,0,20010,"    954","MAIN ST","Furniture-Supplies-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124201428000062432000003121651,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420142P2012*
"",420858,2012,"P","KHERA MOHAMMED","","115 SPENCER ST #13","","WINSTED","CT","06098","0000",341.64,170.82,170.82,10950,0,10950,"    115","SPENCER ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124208589000034164400001708290,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420858P2012*
"",420862,2012,"P","KIMBALL PARIS & GUGLIOTTI PC","","26 CENTER ST","","WINSTED","CT","06098","0000",97.34,97.34,0.00,3120,0,3120,"     26","CENTER ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208621000009734500000973458,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420862P2012*
"",420742,2012,"P","KING OF COVERS INC","","154 TORRINGTON RD","","WINSTED","CT","06098","0000",86.74,86.74,0.00,16270,13490,2780,"    154","TORRINGTON RD","Machinery-New Mfg. Equip-Furniture-Mechanic's Tools","",0,31.200,162,"",0,,0,0,"",16220120124207425000008674400000867449,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420742P2012*
"",405171,2012,"P","KING ROBERT E CPA","","170 HOLABIRD AVE","","WINSTED","CT","06098","0000",543.50,271.75,271.75,17420,0,17420,"    170","HOLABIRD AVE","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124051716000054350400002717596,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*405171P2012*
"",406812,2012,"P","KLEBE FUEL","","126 TORRINGTON RD","","WINSTED","CT","06098","0000",232.44,116.22,116.22,7450,0,7450,"    126","TORRINGTON RD","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124068124000023244700001162287,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406812P2012*
"",420909,2012,"P","KLEIN & BABBITT LLC","","36B WEST MAIN ST","","AVON","CT","06001","0000",6.36,6.36,0.00,204,0,204,"     84","SOUTH MAIN","Furniture-All Others","",0,31.200,162,"",0,,0,0,"",16220120124209090000000636100000063619,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420909P2012*
"",410051,2012,"P","KS&C INDUSTRIES LLP","","2750 S HANLEY RD","","ST LOUIS","MO","63143","0000",15.60,15.60,0.00,500,0,500,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124100513000001560200000156022,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*410051P2012*
"",421066,2012,"P","L&S ON MAIN ST","C/O LAURIE SLAVIS","450 MAIN ST","","WINSTED","CT","06098","0000",10.30,10.30,0.00,330,0,330,"    450","MAIN ST","Furniture-Supplies-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210668000001030600000103067,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421066P2012*
"",421053,2012,"P","LALLIER MARIO LLC","","214 WALLENS HILL RD","","WINSTED","CT","06098","0000",38.69,38.69,0.00,1240,0,1240,"    214","WALLENS HILL RD","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124210536000003869500000386954,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421053P2012*
"",420889,2012,"P","LAMESA LANDSCAPING","C/O LAMESA FRANCIS","115 MOORE AVE","","WINSTED","CT","06098","0000",85.80,85.80,0.00,2750,0,2750,"    115","MOORE AVE","Non-Reg Motor Vehicl-Farm Machinery-Farming Tools-Mechanic's Tools","",0,31.200,162,"",0,,0,0,"",16220120124208894000008580300000858035,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420889P2012*
"",421091,2012,"P","LAPOINTE DONALD","","177 ROWLEY ST","","WINSTED","CT","06098","0000",502.64,251.32,251.32,16110,0,16110,"","","Non-Reg Motor Vehicl-Furniture-Mechanic's Tools-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210916000050264100002513220,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421091P2012*
"",402633,2012,"P","LAPOINTE'S CARPET CLEANING","","2 EAST LAKE ST","","WINSTED","CT","06098","0000",106.08,53.04,53.04,3400,0,3400,"      2","EAST LAKE ST","Machinery-Furniture","",0,31.200,162,"",0,,0,0,"",16220120124026338000010608800000530411,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402633P2012*
"",406813,2012,"P","LAPOINTE'S FLOOR CLEANING","","2 EAST LAKE ST","","WINSTED","CT","06098","0000",114.82,57.41,57.41,3680,0,3680,"      2","EAST LAKE ST","Machinery-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124068132000011482700000574143,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406813P2012*
"",421086,2012,"P","LARICHES BEAUTY SALON & SUPPLY","C/O DIANE NIXON HERNANDEZ","114 MAIN ST","","WINSTED","CT","06098","0000",9.36,9.36,0.00,300,0,300,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210866000000936500000093655,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421086P2012*
"BT",400250,2012,"P","LAUNDRY 101","","180 HOLABIRD AVE","","WINSTED","CT","06098","0000",360.36,180.18,180.18,11550,0,11550,"    180","HOLABIRD AVE","Machinery-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024002503000036036200001801827,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400250P2012*
"",401180,2012,"P","LAUREL BOWLING LANES LLC","","266 MAIN ST","","WINSTED","CT","06098","0000",107.96,53.98,53.98,3460,0,3460,"    266","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124011801000010796100000539835,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401180P2012*
"",401030,2012,"P","LAUREL CITY COINS & ANTIQUES","C/O RICHARD T MUNZNER","P O BOX 1093","","WINSTED","CT","06098","0000",30.89,30.89,0.00,990,0,990,"    458","MAIN ST","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124010308000003089000000308900,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401030P2012*
"",403435,2012,"P","LAUREL CITY LAND SCAPING","C/O RHOADES JOHN","292 ROCKWELL STREET","","WINSTED","CT","06098","0000",158.18,79.09,79.09,5070,0,5070,"    292","ROCKWELL ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124034357000015818800000790952,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403435P2012*
"",420678,2012,"P","LAUREL ENGINEERING","C/O COLABELLA ROBERT","48 CENTER ST 1ST FL","","WINSTED","CT","06098","0000",134.78,67.39,67.39,4320,0,4320,"     48","CENTER ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124206781000013478300000673976,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420678P2012*
"BT",402400,2012,"P","LAUREL HILL HEALTHCARE","C/O SPECTRUM HEALTHCARE WINSTED","PO BOX 2417","","VERNON","CT","06066","0000",9290.42,4645.21,4645.21,297770,0,297770,"    108","EAST LAKE ST","Machinery-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220121024024002000929042000046452148,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402400P2012*
"",420111,2012,"P","LAVIERI RICHARD R LLC","","P O BOX 983","","WINSTED","CT","06098","0983",78.94,78.94,0.00,2530,0,2530,"     51","ELM ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124201113000007894900000789497,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420111P2012*
"",407007,2012,"P","LAWRENCE DAVID MD","","200 NEW HARTFORD RD SUITE 11","","WINSTED","CT","06098","0000",214.98,107.49,107.49,6890,0,6890,"    200","NEW HARTFORD RD","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124070070000021498100001074905,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*407007P2012*
"",400815,2012,"P","LAYSONS INC","DBA TRUE VALUE OF WINCHESTER","276 MAIN ST","","WINSTED","CT","06098","0000",791.86,395.93,395.93,25380,0,25380,"    276","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124008153000079186300003959394,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400815P2012*
"",420978,2012,"P","LCM HORSESHOEING LLC","C/O LAURA MONTESI","293 TORRINGFORD ST","","WINSTED","CT","06098","0000",44.93,44.93,0.00,1440,0,1440,"    293","TORRINFORD ST","Data Processing Eqip-Mechanic's Tools-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124209785000004493300000449334,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420978P2012*
"",421030,2012,"P","LEAF COMMERCIAL CAPITAL INC","","2005 MARKET ST 14FL","","PHILADELPHIA","PA","19103","0000",751.62,375.81,375.81,24090,0,24090,"    145","COLEBROOK RIVER RD","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124210304000075162800003758166,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421030P2012*
"BT",420913,2012,"P","LEAF FINANCIAL CORPORATION","","2005 MARKET ST 14 FL","","PHILADEPHIA","PA","19103","0000",59.28,59.28,0.00,1900,0,1900,"    173","ROWLEY ST","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024209132000005928700000592876,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420913P2012*
"",402635,2012,"P","LEDGEBROOK SPIRIT SHOP INC","C/O CHRISTOPHER BATTISTA","200 NEW HARTFORD RD","","WINSTED","CT","06098","0000",722.28,361.14,361.14,23150,0,23150,"    200","NEW HARTFORD RD","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124026353000072228000003611479,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402635P2012*
