TransactionID,BatchNumber,LocationID,CustomerID,TxCode,TxPostingDate,TxBillingDate,TxPayDate,TxAmount,TxDescription,TxCurrentRead,TxEstimate,TxConsumption,TxWaterRate,TxSewerRate,TxSewerFlat,TxWaterChg,TxSewerChg,TxMeterChg,TxInterest,TxPayment,TxPriorRead,TxPriorCons,TxPriorAmt
181795,2513,991,1966,RD,3/20/2017,4/1/2017,4/5/2017,16.48,Water & Sewer Charge,191600,FALSE,100,3.24,3.24,,3.24,3.24,10.00,0.00,16.48,191500,600,48.88
181796,2513,992,1860,RD,3/20/2017,4/1/2017,4/26/2017,52.12,Water & Sewer Charge,35550,TRUE,650,3.24,3.24,,21.06,21.06,10.00,0.00,52.12,34900,1100,71.28
181797,2513,993,993,RD,3/20/2017,4/1/2017,7/12/2018,18.73,Water & Sewer Charge,47400,FALSE,100,3.24,3.24,,3.24,3.24,10.00,2.25,18.73,47300,300,29.44
181798,2513,994,994,RD,3/20/2017,4/1/2017,4/18/2017,236.80,Water & Sewer Charge,705600,FALSE,3500,3.24,3.24,,113.40,113.40,10.00,0.00,236.80,702100,13700,897.76
181799,2513,995,995,RD,3/20/2017,4/1/2017,5/1/2017,371.26,Water & Sewer Charge,164070,FALSE,5575,3.24,3.24,,180.63,180.63,10.00,0.00,371.26,158495,83550,"5,424.04"
181800,2513,996,1491,RD,3/20/2017,4/1/2017,4/6/2017,278.92,Water & Sewer Charge,93900,FALSE,4150,3.24,3.24,,134.46,134.46,10.00,0.00,278.92,89750,3950,265.96
181801,2513,997,997,RD,3/20/2017,4/1/2017,4/12/2017,81.28,Water & Sewer Charge,203300,FALSE,1100,3.24,3.24,,35.64,35.64,10.00,0.00,81.28,202200,2300,159.04
181802,2513,998,998,RD,3/20/2017,4/1/2017,5/2/2017,249.76,Water & Sewer Charge,291900,FALSE,3700,3.24,3.24,,119.88,119.88,10.00,0.00,249.76,288200,3300,223.84
181803,2513,999,999,RD,3/20/2017,4/1/2017,4/6/2017,272.76,Water & Sewer Charge,44205,FALSE,4055,3.24,3.24,,131.38,131.38,10.00,0.00,272.76,40150,3445,233.24
181804,2513,1000,1000,RD,3/20/2017,4/1/2017,5/15/2017,44.40,Water & Sewer Charge,172000,FALSE,1000,3.24,3.24,,32.40,0.00,10.00,2.00,44.40,171000,1000,42.40
181805,2513,1001,1001,RD,3/20/2017,4/1/2017,4/10/2017,120.16,Water & Sewer Charge,118500,FALSE,3400,3.24,3.24,,110.16,0.00,10.00,0.00,120.16,115100,4700,162.28
181806,2513,1002,1002,RD,3/20/2017,4/1/2017,4/25/2017,42.40,Water & Sewer Charge,295600,FALSE,500,3.24,3.24,,16.20,16.20,10.00,0.00,42.40,295100,1400,100.72
181807,2513,1003,1003,RD,3/20/2017,4/1/2017,4/19/2017,32.68,Water & Sewer Charge,56200,FALSE,700,3.24,3.24,,22.68,0.00,10.00,0.00,32.68,55500,600,29.44
181808,2513,1005,1005,RD,3/20/2017,4/1/2017,4/20/2017,288.64,Water & Sewer Charge,196600,FALSE,4300,3.24,3.24,,139.32,139.32,10.00,0.00,288.64,192300,3900,262.72
181809,2513,1006,1562,RD,3/20/2017,4/1/2017,4/11/2017,223.84,Water & Sewer Charge,251200,FALSE,3300,3.24,3.24,,106.92,106.92,10.00,0.00,223.84,247900,4500,301.60
181810,2513,1007,1007,RD,3/20/2017,4/1/2017,4/18/2017,184.96,Water & Sewer Charge,166200,FALSE,2700,3.24,3.24,,87.48,87.48,10.00,0.00,184.96,163500,3100,210.88
181811,2513,1008,1008,RD,3/20/2017,4/1/2017,4/6/2017,55.36,Water & Sewer Charge,149100,FALSE,700,3.24,3.24,,22.68,22.68,10.00,0.00,55.36,148400,1000,74.80
181812,2513,1009,1392,RD,3/20/2017,4/1/2017,4/3/2017,405.28,Water & Sewer Charge,370100,FALSE,6100,3.24,3.24,,197.64,197.64,10.00,0.00,405.28,364000,8300,547.84
181813,2513,1010,1010,RD,3/20/2017,4/1/2017,6/15/2017,"1,242.88",Water & Sewer Charge,574900,FALSE,18200,3.24,3.24,,589.68,589.68,10.00,53.52,"1,242.88",556700,21100,"1,377.28"
181814,2513,1011,1011,RD,3/20/2017,4/1/2017,6/15/2017,762.10,Water & Sewer Charge,153100,FALSE,11100,3.24,3.24,,359.64,359.64,10.00,32.82,762.10,142000,0,10.00
181815,2513,1012,1012,RD,3/20/2017,4/1/2017,4/20/2017,437.68,Water & Sewer Charge,336200,FALSE,6600,3.24,3.24,,213.84,213.84,10.00,0.00,437.68,329600,9300,612.64
181816,2513,1013,1013,RD,3/20/2017,4/1/2017,4/26/2017,"2,091.06",Water & Sewer Charge,145915,FALSE,32115,3.24,3.24,,"1,040.53","1,040.53",10.00,0.00,"2,091.06",113800,35930,"2,338.26"
181817,2513,1014,1014,RD,3/20/2017,4/1/2017,4/6/2017,120.16,Water & Sewer Charge,130200,FALSE,1700,3.24,3.24,,55.08,55.08,10.00,0.00,120.16,128500,1100,81.28
181818,2513,1015,1015,RD,3/20/2017,4/1/2017,,0.00,Water & Sewer Charge,45200,FALSE,0,3.24,3.24,,0.00,0.00,0.00,0.00,0.00,45200,0,0.00
181819,2513,1016,1014,RD,3/20/2017,4/1/2017,4/6/2017,"1,895.68",Water & Sewer Charge,221800,FALSE,29100,3.24,3.24,,942.84,942.84,10.00,0.00,"1,895.68",192700,27400,"1,785.52"
181820,2513,1017,1017,RD,3/20/2017,4/1/2017,4/12/2017,262.72,Water & Sewer Charge,333500,FALSE,3900,3.24,3.24,,126.36,126.36,10.00,0.00,262.72,329600,3600,243.28
181821,2513,1018,1018,RD,3/20/2017,4/1/2017,4/12/2017,326.04,Water & Sewer Charge,85200,FALSE,4800,3.24,3.24,,155.52,155.52,15.00,0.00,326.04,80400,5400,364.92
181822,2513,1019,1520,RD,3/20/2017,4/1/2017,4/25/2017,208.94,Water & Sewer Charge,32180,FALSE,3070,3.24,3.24,,99.47,99.47,10.00,0.00,208.94,29110,3730,251.70
181823,2513,1020,1020,RD,3/20/2017,4/1/2017,5/4/2017,943.12,Water & Sewer Charge,400400,FALSE,14400,3.24,3.24,,466.56,466.56,10.00,0.00,943.12,386000,15000,982.00
181824,2513,1021,1504,RD,3/20/2017,4/1/2017,4/27/2017,235.82,Water & Sewer Charge,35045,FALSE,3485,3.24,3.24,,112.91,112.91,10.00,0.00,235.82,31560,4040,271.80
181825,2513,1022,1650,RD,3/20/2017,4/1/2017,6/12/2017,58.19,Water & Sewer Charge,79000,FALSE,700,3.24,3.24,,22.68,22.68,10.00,2.83,58.19,78300,700,55.36
181826,2513,1023,1215,RD,3/20/2017,4/1/2017,4/20/2017,10.00,Water & Sewer Charge,400942,FALSE,0,3.24,3.24,,0.00,0.00,10.00,0.00,10.00,400942,0,10.00
181827,2513,1024,1024,RD,3/20/2017,4/1/2017,4/12/2017,74.80,Water & Sewer Charge,23100,FALSE,1000,3.24,3.24,,32.40,32.40,10.00,0.00,74.80,22100,900,68.32
181828,2513,1025,1022,RD,3/20/2017,4/1/2017,6/12/2017,308.40,Water & Sewer Charge,370100,FALSE,4400,3.24,3.24,,142.56,142.56,10.00,13.28,308.40,365700,4400,295.12
181829,2513,1026,1026,RD,3/20/2017,4/1/2017,4/4/2017,152.56,Water & Sewer Charge,198400,FALSE,2200,3.24,3.24,,71.28,71.28,10.00,0.00,152.56,196200,2500,172.00
181830,2513,1027,1027,RD,3/20/2017,4/1/2017,6/6/2017,"1,450.32",Water & Sewer Charge,489000,FALSE,21800,3.24,3.24,,706.32,706.32,10.00,27.68,"1,450.32",467200,17300,"1,131.04"
181831,2513,1028,1922,RD,3/20/2017,4/1/2017,5/2/2017,81.28,Water & Sewer Charge,224200,FALSE,1100,3.24,3.24,,35.64,35.64,10.00,0.00,81.28,223100,940,70.92
181832,2513,1029,1029,RD,3/20/2017,4/1/2017,4/18/2017,159.04,Water & Sewer Charge,112700,FALSE,2300,3.24,3.24,,74.52,74.52,10.00,0.00,159.04,110400,2600,178.48
181833,2513,1030,1204,RD,3/20/2017,4/1/2017,4/25/2017,146.08,Water & Sewer Charge,217000,FALSE,2100,3.24,3.24,,68.04,68.04,10.00,0.00,146.08,214900,5800,385.84
181834,2513,1031,1031,RD,3/20/2017,4/1/2017,4/6/2017,372.88,Water & Sewer Charge,270900,FALSE,5600,3.24,3.24,,181.44,181.44,10.00,0.00,372.88,265300,6000,398.80
181835,2513,1032,1032,RD,3/20/2017,4/1/2017,4/6/2017,359.64,Water & Sewer Charge,337100,FALSE,11100,3.24,3.24,,0.00,359.64,0.00,0.00,359.64,326000,26300,852.12
181836,2513,1033,1033,RD,3/20/2017,4/1/2017,4/11/2017,42.40,Water & Sewer Charge,11800,FALSE,500,3.24,3.24,,16.20,16.20,10.00,0.00,42.40,11300,500,42.40
181837,2513,1034,1954,RD,3/20/2017,4/1/2017,4/18/2017,295.12,Water & Sewer Charge,230700,FALSE,4400,3.24,3.24,,142.56,142.56,10.00,0.00,295.12,226300,9600,632.08
181838,2513,1035,1035,RD,3/20/2017,4/1/2017,6/13/2017,288.09,Water & Sewer Charge,188200,FALSE,8200,3.24,3.24,,265.68,0.00,10.00,12.41,288.09,180000,8100,272.44
181839,2513,1036,1036,RD,3/20/2017,4/1/2017,4/10/2017,405.28,Water & Sewer Charge,98500,FALSE,6100,3.24,3.24,,197.64,197.64,10.00,0.00,405.28,92400,6900,457.12
181840,2513,1037,1037,RD,3/20/2017,4/1/2017,10/17/2017,45.04,Water & Sewer Charge,184000,FALSE,500,3.24,3.24,,16.20,16.20,10.00,2.64,45.04,183500,200,22.96
181841,2513,1038,1812,RD,3/20/2017,4/1/2017,4/11/2017,339.00,Water & Sewer Charge,411000,FALSE,5000,3.24,3.24,,162.00,162.00,15.00,0.00,339.00,406000,6000,403.80
181842,2513,1039,1715,RD,3/20/2017,4/1/2017,4/25/2017,541.36,Water & Sewer Charge,123400,FALSE,8200,3.24,3.24,,265.68,265.68,10.00,0.00,541.36,115200,9100,599.68
181843,2513,1040,1847,RD,3/20/2017,4/1/2017,4/18/2017,323.30,Water & Sewer Charge,119485,FALSE,4835,3.24,3.24,,156.65,156.65,10.00,0.00,323.30,114650,11470,753.26
181844,2513,1041,1718,RD,3/20/2017,4/1/2017,5/2/2017,288.64,Water & Sewer Charge,141700,FALSE,4300,3.24,3.24,,139.32,139.32,10.00,0.00,288.64,137400,5100,340.48
181845,2513,1042,1042,RD,3/20/2017,4/1/2017,5/2/2017,288.64,Water & Sewer Charge,158200,FALSE,4300,3.24,3.24,,139.32,139.32,10.00,0.00,288.64,153900,5500,366.40
181846,2513,1043,1213,RD,3/20/2017,4/1/2017,4/18/2017,22.47,Water & Sewer Charge,915,FALSE,385,3.24,3.24,,12.47,0.00,10.00,0.00,22.47,530,400,22.96
181847,2513,1044,1044,RD,3/20/2017,4/1/2017,4/26/2017,472.68,Water & Sewer Charge,142095,FALSE,7140,3.24,3.24,,231.34,231.34,10.00,0.00,472.68,134955,11830,776.58
181848,2513,1045,1435,RD,3/20/2017,4/1/2017,5/23/2017,12.00,Water & Sewer Charge,510000,FALSE,0,3.24,3.24,,0.00,0.00,10.00,2.00,12.00,510000,4300,288.64
181849,2513,1046,1046,RD,3/20/2017,4/1/2017,4/12/2017,22.96,Water & Sewer Charge,281200,FALSE,400,3.24,3.24,,12.96,0.00,10.00,0.00,22.96,280800,600,29.44
181850,2513,1048,1048,RD,3/20/2017,4/1/2017,4/25/2017,113.68,Water & Sewer Charge,207400,FALSE,1600,3.24,3.24,,51.84,51.84,10.00,0.00,113.68,205800,1500,107.20
181851,2513,1049,1049,RD,3/20/2017,4/1/2017,4/12/2017,709.84,Water & Sewer Charge,610500,FALSE,10800,3.24,3.24,,349.92,349.92,10.00,0.00,709.84,599700,30300,"1,973.44"
181852,2513,1050,1050,RD,3/20/2017,4/1/2017,4/25/2017,683.92,Water & Sewer Charge,579600,FALSE,10400,3.24,3.24,,336.96,336.96,10.00,0.00,683.92,569200,10900,716.32
181853,2513,1051,1051,RD,3/20/2017,4/1/2017,4/25/2017,628.84,Water & Sewer Charge,459700,FALSE,19100,3.24,3.24,,0.00,618.84,10.00,0.00,628.84,440600,20700,680.68
181854,2513,1052,1872,RD,3/20/2017,4/1/2017,4/10/2017,35.92,Water & Sewer Charge,23800,FALSE,400,3.24,3.24,,12.96,12.96,10.00,0.00,35.92,23400,400,35.92
181855,2513,1053,1872,RD,3/20/2017,4/1/2017,4/10/2017,68.32,Water & Sewer Charge,229700,FALSE,900,3.24,3.24,,29.16,29.16,10.00,0.00,68.32,228800,900,68.32
181856,2513,1054,1054,RD,3/20/2017,4/1/2017,,0.00,Water & Sewer Charge,320,FALSE,0,3.24,3.24,,0.00,0.00,0.00,0.00,0.00,320,320,20.37
181857,2513,1055,1605,RD,3/20/2017,4/1/2017,4/19/2017,129.72,Water & Sewer Charge,15540,FALSE,3695,3.24,3.24,,119.72,0.00,10.00,0.00,129.72,11845,4230,147.05
181858,2513,1057,1753,RD,3/20/2017,4/1/2017,4/19/2017,"1,072.72",Water & Sewer Charge,632900,FALSE,16400,3.24,3.24,,531.36,531.36,10.00,0.00,"1,072.72",616500,18500,"1,208.80"
181859,2513,1059,1861,RD,3/20/2017,4/1/2017,4/6/2017,120.16,Water & Sewer Charge,203400,FALSE,1700,3.24,3.24,,55.08,55.08,10.00,0.00,120.16,201700,1600,113.68
181860,2513,1060,1060,RD,3/20/2017,4/1/2017,4/25/2017,463.60,Water & Sewer Charge,469700,FALSE,7000,3.24,3.24,,226.80,226.80,10.00,0.00,463.60,462700,8800,580.24
181861,2513,1061,1212,RD,3/20/2017,4/1/2017,5/23/2017,804.55,Water & Sewer Charge,508900,FALSE,11900,3.24,3.24,,385.56,385.56,10.00,23.43,804.55,497000,15500,"1,014.40"
181862,2513,1062,1062,RD,3/20/2017,4/1/2017,4/25/2017,424.72,Water & Sewer Charge,461400,FALSE,6400,3.24,3.24,,207.36,207.36,10.00,0.00,424.72,455000,5600,372.88
181863,2513,1064,1064,RD,3/20/2017,4/1/2017,4/25/2017,91.00,Water & Sewer Charge,151800,FALSE,2500,3.24,3.24,,81.00,0.00,10.00,0.00,91.00,149300,2300,84.52
181864,2513,1065,1065,RD,3/20/2017,4/1/2017,4/12/2017,22.96,Water & Sewer Charge,47800,TRUE,200,3.24,3.24,,6.48,6.48,10.00,0.00,22.96,47600,500,42.40
181865,2513,1066,1336,RD,3/20/2017,4/1/2017,4/26/2017,242.64,Water & Sewer Charge,21835,FALSE,3590,3.24,3.24,,116.32,116.32,10.00,0.00,242.64,18245,10700,703.36
181866,2513,1067,1067,RD,3/20/2017,4/1/2017,4/26/2017,554.32,Water & Sewer Charge,306600,FALSE,8400,3.24,3.24,,272.16,272.16,10.00,0.00,554.32,298200,10200,670.96
181867,2513,1068,1068,RD,3/20/2017,4/1/2017,4/4/2017,74.80,Water & Sewer Charge,237000,FALSE,1000,3.24,3.24,,32.40,32.40,10.00,0.00,74.80,236000,1000,74.80
181868,2513,1069,1069,RD,3/20/2017,4/1/2017,4/25/2017,533.26,Water & Sewer Charge,74800,FALSE,8075,3.24,3.24,,261.63,261.63,10.00,0.00,533.26,66725,7530,497.94
181869,2513,1070,1070,RD,3/20/2017,4/1/2017,4/25/2017,593.20,Water & Sewer Charge,222000,FALSE,9000,3.24,3.24,,291.60,291.60,10.00,0.00,593.20,213000,11000,722.80
181870,2513,1071,1071,RD,3/20/2017,4/1/2017,4/4/2017,91.00,Water & Sewer Charge,89000,FALSE,2500,3.24,3.24,,81.00,0.00,10.00,0.00,91.00,86500,2500,91.00
181871,2513,1072,1072,RD,3/20/2017,4/1/2017,4/12/2017,197.92,Water & Sewer Charge,26100,FALSE,2900,3.24,3.24,,93.96,93.96,10.00,0.00,197.92,23200,400,35.92
181872,2513,1073,1073,RD,3/20/2017,4/1/2017,4/12/2017,55.36,Water & Sewer Charge,119800,FALSE,700,3.24,3.24,,22.68,22.68,10.00,0.00,55.36,119100,500,42.40
181873,2513,1074,1626,RD,3/20/2017,4/1/2017,5/17/2017,36.62,Water & Sewer Charge,835,FALSE,380,3.24,3.24,,12.31,12.31,10.00,2.00,36.62,455,155,20.04
181874,2513,1075,158,RD,3/20/2017,4/1/2017,4/25/2017,212.82,Water & Sewer Charge,22610,FALSE,6260,3.24,3.24,,202.82,0.00,10.00,0.00,212.82,16350,4725,163.09
181875,2513,1076,1515,RD,3/20/2017,4/1/2017,4/12/2017,204.40,Water & Sewer Charge,254200,FALSE,3000,3.24,3.24,,97.20,97.20,10.00,0.00,204.40,251200,5900,392.32
181876,2513,1077,1077,RD,3/20/2017,4/1/2017,4/18/2017,651.52,Water & Sewer Charge,272700,FALSE,9900,3.24,3.24,,320.76,320.76,10.00,0.00,651.52,262800,6700,444.16
181877,2513,1078,1078,RD,3/20/2017,4/1/2017,5/23/2017,37.92,Water & Sewer Charge,68100,FALSE,400,3.24,3.24,,12.96,12.96,10.00,2.00,37.92,67700,300,29.44
181878,2513,1079,1503,RD,3/20/2017,4/1/2017,4/18/2017,35.92,Water & Sewer Charge,203800,FALSE,400,3.24,3.24,,12.96,12.96,10.00,0.00,35.92,203400,900,68.32
181879,2513,1080,1080,RD,3/20/2017,4/1/2017,4/20/2017,107.20,Water & Sewer Charge,97300,FALSE,1500,3.24,3.24,,48.60,48.60,10.00,0.00,107.20,95800,2500,172.00
181880,2513,1081,1079,RD,3/20/2017,4/1/2017,4/12/2017,152.56,Water & Sewer Charge,224100,FALSE,2200,3.24,3.24,,71.28,71.28,10.00,0.00,152.56,221900,1800,126.64
181881,2513,1083,1083,RD,3/20/2017,4/1/2017,4/4/2017,55.36,Water & Sewer Charge,150000,FALSE,700,3.24,3.24,,22.68,22.68,10.00,0.00,55.36,149300,700,55.36
181882,2513,1084,1084,RD,3/20/2017,4/1/2017,4/4/2017,735.76,Water & Sewer Charge,795700,FALSE,11200,3.24,3.24,,362.88,362.88,10.00,0.00,735.76,784500,8100,534.88
181883,2513,1085,1085,RD,3/20/2017,4/1/2017,4/12/2017,405.28,Water & Sewer Charge,300200,FALSE,6100,3.24,3.24,,197.64,197.64,10.00,0.00,405.28,294100,5900,382.32
181884,2513,1086,1464,RD,3/20/2017,4/1/2017,4/18/2017,120.16,Water & Sewer Charge,81600,FALSE,1700,3.24,3.24,,55.08,55.08,10.00,0.00,120.16,79900,0,10.00
181885,2513,1087,1423,RD,3/20/2017,4/1/2017,4/6/2017,55.36,Water & Sewer Charge,144700,FALSE,700,3.24,3.24,,22.68,22.68,10.00,0.00,55.36,144000,500,42.40
181886,2513,1088,1088,RD,3/20/2017,4/1/2017,4/6/2017,29.44,Water & Sewer Charge,68100,FALSE,300,3.24,3.24,,9.72,9.72,10.00,0.00,29.44,67800,500,42.40
181887,2513,1089,1594,RD,3/20/2017,4/1/2017,12/6/2017,166.20,Water & Sewer Charge,248100,FALSE,2300,3.24,3.24,,74.52,74.52,10.00,7.16,166.20,245800,1400,100.72
181888,2513,1090,1090,RD,3/20/2017,4/1/2017,4/4/2017,204.40,Water & Sewer Charge,207000,FALSE,3000,3.24,3.24,,97.20,97.20,10.00,0.00,204.40,204000,2000,139.60
181889,2513,1091,1905,RD,3/20/2017,4/1/2017,4/11/2017,73.32,Water & Sewer Charge,20700,FALSE,900,3.24,3.24,,29.16,29.16,15.00,0.00,73.32,19800,900,73.32
181890,2513,1092,1092,RD,3/20/2017,4/1/2017,6/6/2017,376.12,Water & Sewer Charge,220200,FALSE,5400,3.24,3.24,,174.96,174.96,10.00,16.20,376.12,214800,6300,418.24
181891,2513,1093,1093,RD,3/20/2017,4/1/2017,4/27/2017,308.08,Water & Sewer Charge,513700,FALSE,4600,3.24,3.24,,149.04,149.04,10.00,0.00,308.08,509100,6400,424.72
181892,2513,1094,1094,RD,3/20/2017,4/1/2017,4/18/2017,444.16,Water & Sewer Charge,237700,FALSE,6700,3.24,3.24,,217.08,217.08,10.00,0.00,444.16,231000,8000,528.40
181893,2513,1095,1094,RD,3/20/2017,4/1/2017,4/18/2017,107.20,Water & Sewer Charge,281300,FALSE,1500,3.24,3.24,,48.60,48.60,10.00,0.00,107.20,279800,1900,133.12
181894,2513,1096,1096,RD,3/20/2017,4/1/2017,5/17/2017,57.36,Water & Sewer Charge,86900,FALSE,700,3.24,3.24,,22.68,22.68,10.00,2.00,57.36,86200,900,68.32
181895,2513,1097,1097,RD,3/20/2017,4/1/2017,5/2/2017,42.40,Water & Sewer Charge,30700,FALSE,500,3.24,3.24,,16.20,16.20,10.00,0.00,42.40,30200,600,48.88
181896,2513,1098,1098,RD,3/20/2017,4/1/2017,5/2/2017,100.72,Water & Sewer Charge,77600,FALSE,1400,3.24,3.24,,45.36,45.36,10.00,0.00,100.72,76200,1200,87.76
181897,2513,1099,1099,RD,3/20/2017,4/1/2017,5/17/2017,190.51,Water & Sewer Charge,197200,FALSE,2700,3.24,3.24,,87.48,87.48,10.00,5.55,190.51,194500,4100,275.68
181898,2513,1100,1100,RD,3/20/2017,4/1/2017,5/1/2017,301.60,Water & Sewer Charge,276700,FALSE,4500,3.24,3.24,,145.80,145.80,10.00,0.00,301.60,272200,7000,463.60
181899,2513,1101,1101,RD,3/20/2017,4/1/2017,4/12/2017,262.72,Water & Sewer Charge,223200,FALSE,3900,3.24,3.24,,126.36,126.36,10.00,0.00,262.72,219300,4400,295.12
181900,2513,1102,1102,RD,3/20/2017,4/1/2017,4/25/2017,"1,221.76",Water & Sewer Charge,500400,FALSE,18700,3.24,3.24,,605.88,605.88,10.00,0.00,"1,221.76",481700,23100,"1,506.88"
181901,2513,1103,1103,RD,3/20/2017,4/1/2017,4/3/2017,288.64,Water & Sewer Charge,239700,FALSE,4300,3.24,3.24,,139.32,139.32,10.00,0.00,288.64,235400,4300,288.64
181902,2513,1104,1104,RD,3/20/2017,4/1/2017,4/18/2017,223.84,Water & Sewer Charge,130300,FALSE,3300,3.24,3.24,,106.92,106.92,10.00,0.00,223.84,127000,3500,236.80
181903,2513,1105,1105,RD,3/20/2017,4/1/2017,5/1/2017,379.36,Water & Sewer Charge,355700,FALSE,5700,3.24,3.24,,184.68,184.68,10.00,0.00,379.36,350000,8200,541.36
181904,2513,1106,1106,RD,3/20/2017,4/1/2017,5/4/2017,123.76,Water & Sewer Charge,145600,FALSE,1700,3.24,3.24,,55.08,55.08,10.00,3.60,123.76,143900,2400,165.52
181905,2513,1107,1418,RD,3/20/2017,4/1/2017,5/1/2017,249.76,Water & Sewer Charge,219100,FALSE,3700,3.24,3.24,,119.88,119.88,10.00,0.00,249.76,215400,4700,314.56
181906,2513,1108,1108,RD,3/20/2017,4/1/2017,5/2/2017,217.36,Water & Sewer Charge,188400,FALSE,3200,3.24,3.24,,103.68,103.68,10.00,0.00,217.36,185200,3600,243.28
181907,2513,1109,1866,RD,3/20/2017,4/1/2017,4/19/2017,152.56,Water & Sewer Charge,256400,FALSE,2200,3.24,3.24,,71.28,71.28,10.00,0.00,152.56,254200,3700,249.76
181908,2513,1110,1110,RD,3/20/2017,4/1/2017,5/17/2017,230.56,Water & Sewer Charge,246000,FALSE,3300,3.24,3.24,,106.92,106.92,10.00,6.72,230.56,242700,5400,359.92
181909,2513,1111,1965,RD,3/20/2017,4/1/2017,4/26/2017,126.64,Water & Sewer Charge,199000,FALSE,1800,3.24,3.24,,58.32,58.32,10.00,0.00,126.64,197200,5800,385.84
181910,2513,1112,1112,RD,3/20/2017,4/1/2017,4/10/2017,223.84,Water & Sewer Charge,327100,FALSE,3300,3.24,3.24,,106.92,106.92,10.00,0.00,223.84,323800,10700,703.36
181911,2513,1113,1473,RD,3/20/2017,4/1/2017,4/12/2017,236.80,Water & Sewer Charge,171200,FALSE,3500,3.24,3.24,,113.40,113.40,10.00,0.00,236.80,167700,4400,295.12
181912,2513,1114,1664,RD,3/20/2017,4/1/2017,4/12/2017,366.40,Water & Sewer Charge,170200,FALSE,5500,3.24,3.24,,178.20,178.20,10.00,0.00,366.40,164700,13500,884.80
181913,2513,1115,1218,RD,3/20/2017,4/1/2017,4/11/2017,35.92,Water & Sewer Charge,248400,FALSE,400,3.24,3.24,,12.96,12.96,10.00,0.00,35.92,248000,9500,625.60
181914,2513,1117,1117,RD,3/20/2017,4/1/2017,4/12/2017,10.00,Water & Sewer Charge,209100,FALSE,0,3.24,3.24,,0.00,0.00,10.00,0.00,10.00,209100,200,22.96
181915,2513,1118,1957,RD,3/20/2017,4/1/2017,6/12/2017,175.49,Water & Sewer Charge,2475,FALSE,2475,3.24,3.24,,80.19,80.19,10.00,5.11,175.49,0,13157,559.96
181916,2513,1119,1474,RD,3/20/2017,4/1/2017,4/5/2017,204.40,Water & Sewer Charge,149700,FALSE,3000,3.24,3.24,,97.20,97.20,10.00,0.00,204.40,146700,4400,295.12
181917,2513,1121,1121,RD,3/20/2017,4/1/2017,4/4/2017,184.96,Water & Sewer Charge,97700,FALSE,2700,3.24,3.24,,87.48,87.48,10.00,0.00,184.96,95000,2600,178.48
181918,2513,1122,1892,RD,3/20/2017,4/1/2017,4/12/2017,107.20,Water & Sewer Charge,123300,FALSE,1500,3.24,3.24,,48.60,48.60,10.00,0.00,107.20,121800,2700,184.96
181919,2513,1123,1123,RD,3/20/2017,4/1/2017,4/12/2017,55.36,Water & Sewer Charge,232400,FALSE,700,3.24,3.24,,22.68,22.68,10.00,0.00,55.36,231700,600,48.88
181920,2513,1124,1124,RD,3/20/2017,4/1/2017,4/12/2017,178.48,Water & Sewer Charge,93500,FALSE,2600,3.24,3.24,,84.24,84.24,10.00,0.00,178.48,90900,2900,197.92
181921,2513,1125,1816,RD,3/20/2017,4/1/2017,4/27/2017,126.64,Water & Sewer Charge,194400,FALSE,1800,3.24,3.24,,58.32,58.32,10.00,0.00,126.64,192600,6000,398.80
181922,2513,1126,1295,RD,3/20/2017,4/1/2017,4/19/2017,359.92,Water & Sewer Charge,197100,FALSE,5400,3.24,3.24,,174.96,174.96,10.00,0.00,359.92,191700,8200,541.36
181923,2513,1127,1400,RD,3/20/2017,4/1/2017,4/11/2017,301.60,Water & Sewer Charge,249300,FALSE,4500,3.24,3.24,,145.80,145.80,10.00,0.00,301.60,244800,13800,904.24
181924,2513,1128,1128,RD,3/20/2017,4/1/2017,4/12/2017,379.36,Water & Sewer Charge,164000,FALSE,5700,3.24,3.24,,184.68,184.68,10.00,0.00,379.36,158300,5200,346.96
181925,2513,1129,1129,RD,3/20/2017,4/1/2017,5/15/2017,370.72,Water & Sewer Charge,339400,FALSE,5400,3.24,3.24,,174.96,174.96,10.00,10.80,370.72,334000,14900,975.52
181926,2513,1130,1312,RD,3/20/2017,4/1/2017,5/1/2017,244.00,Water & Sewer Charge,217200,FALSE,3600,3.24,3.24,,117.00,117.00,10.00,0.00,244.00,213600,9200,606.16
181927,2513,1131,1970,RD,3/20/2017,4/1/2017,4/4/2017,256.24,Water & Sewer Charge,366600,FALSE,3800,3.24,3.24,,123.12,123.12,10.00,0.00,256.24,362800,22900,"1,493.92"
181928,2513,1132,1132,RD,3/20/2017,4/1/2017,4/4/2017,230.32,Water & Sewer Charge,191400,FALSE,3400,3.24,3.24,,110.16,110.16,10.00,0.00,230.32,188000,9300,612.64
181929,2513,1133,1133,RD,3/20/2017,4/1/2017,4/6/2017,191.44,Water & Sewer Charge,196000,FALSE,2800,3.24,3.24,,90.72,90.72,10.00,0.00,191.44,193200,8400,554.32
181930,2513,1134,1134,RD,3/20/2017,4/1/2017,4/6/2017,262.72,Water & Sewer Charge,124100,FALSE,3900,3.24,3.24,,126.36,126.36,10.00,0.00,262.72,120200,4800,321.04
181931,2513,1135,1135,RD,3/20/2017,4/1/2017,4/10/2017,463.60,Water & Sewer Charge,306400,FALSE,7000,3.24,3.24,,226.80,226.80,10.00,0.00,463.60,299400,16200,"1,059.76"
