"PROP   ","CARD#","1TYPE","1WIDTH                        ","1LENGTH                       ","1AREA                         ","1RATE                           ","1YEAR","1COND","1RCN                          ","1DEPR                         ","1RCNLD                        ","1_ID      ","2TYPE","2WIDTH                        ","2LENGTH                       ","2AREA                         ","2RATE                           ","2YEAR","2COND","2RCN                          ","2DEPR                         ","2RCNLD                        ","2_ID      ","3TYPE","3WIDTH                        ","3LENGTH                       ","3AREA                         ","3RATE                           ","3YEAR","3COND","3RCN                          ","3DEPR                         ","3RCNLD                        ","3_ID      ","4TYPE","4WIDTH                        ","4LENGTH                       ","4AREA                         ","4RATE                           ","4YEAR","4COND","4RCN                          ","4DEPR                         ","4RCNLD                        ","4_ID      ","5TYPE","5WIDTH                        ","5LENGTH                       ","5AREA                         ","5RATE                           ","5YEAR","5COND","5RCN                          ","5DEPR                         ","5RCNLD                        ","5_ID      ","6TYPE","6WIDTH                        ","6LENGTH                       ","6AREA                         ","6RATE                           ","6YEAR","6COND","6RCN                          ","6DEPR                         ","6RCNLD                        ","6_ID      ","7TYPE","7WIDTH                        ","7LENGTH                       ","7AREA                         ","7RATE                           ","7YEAR","7COND","7RCN                          ","7DEPR                         ","7RCNLD                        ","7_ID      ","8TYPE","8WIDTH                        ","8LENGTH                       ","8AREA                         ","8RATE                           ","8YEAR","8COND","8RCN                          ","8DEPR                         ","8RCNLD                        ","8_ID      ","9TYPE","9WIDTH                        ","9LENGTH                       ","9AREA                         ","9RATE                           ","9YEAR","9COND","9RCN                          ","9DEPR                         ","9RCNLD                        ","9_ID      ","ATYPE","AWIDTH                        ","ALENGTH                       ","AAREA                         ","ARATE                           ","AYEAR","ACOND","ARCN                          ","ADEPR                         ","ARCNLD                        ","A_ID      ","BTYPE","BWIDTH                        ","BLENGTH                       ","BAREA                         ","BRATE                           ","BYEAR","BCOND","BRCN                          ","BDEPR                         ","BRCNLD                        ","B_ID      ","CTYPE","CWIDTH                        ","CLENGTH                       ","CAREA                         ","CRATE                           ","CYEAR","CCOND","CRCN                          ","CDEPR                         ","CRCNLD                        ","C_ID      ","TPOOLS                        ","TTENNIS                       ","TSHEDS                        ","FLAG","TSEQ                          ","DLC        " 
"4520316","01","RS1 ",                             6,                             8,                            48,                           30.00,"    ","D   ",                          1123,                            50,                           600,"          ","RP1 ",                            20,                            40,                           800,                           74.05,"    ","C   ",                         59240,                            50,                         29600,"          ","RG1 ",                            24,                            24,                           576,                           55.95,"2020","C   ",                         32227,                            50,                         16100,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                             1,                              ,                             1,"  ",                         20583,"23-Aug-2023" 
"4520327","01","RS1 ",                            12,                            16,                           192,                           30.00,"    ","D   ",                          4493,                            50,                          2200,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         20585,"23-Aug-2023" 
"4520328","01","RS1 ",                            10,                            16,                           160,                           30.00,"    ","C   ",                          4800,                            50,                          2400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20586,"23-Aug-2023" 
"4520334","01","RS1 ",                            10,                            16,                           160,                           30.00,"2002","C   ",                          4800,                            50,                          2400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20587,"23-Aug-2023" 
"4520341","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         15122,"03-May-2021" 
"4520355","01","RS1 ",                            10,                            10,                           100,                           30.00,"    ","D   ",                          2340,                            50,                          1200,"          ","RS1 ",                            12,                            16,                           192,                           30.00,"2004","C   ",                          5760,                            50,                          2900,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         20590,"23-Aug-2023" 
"4520361","01","RG1 ",                            32,                            32,                          1024,                           55.95,"    ","C   ",                         57293,                            50,                         28600,"          ","RS1 ",                            10,                            12,                           120,                           30.00,"    ","D   ",                          2808,                            50,                          1400,"          ","RS1 ",                             8,                            12,                            96,                           30.00,"    ","D   ",                          2246,                            50,                          1100,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             2,"  ",                         20595,"23-Aug-2023" 
"4520362","01","RS1 ",                            12,                            16,                           192,                           30.00,"2023","C   ",                          5760,                            50,                          2900,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20978,"07-Jun-2024" 
"4520366","01","RS1 ",                             8,                            12,                            96,                           30.00,"    ","C   ",                          2880,                            50,                          1400,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         20596,"23-Aug-2023" 
"4520370","01","RS1 ",                             8,                            16,                           128,                           30.00,"    ","E   ",                          1920,                            50,                          1000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         20598,"23-Aug-2023" 
"4520375","01","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                              ,"01-Sep-2000" 
"4520376","01","RS1 ",                             8,                            14,                           112,                           30.00,"    ","D   ",                          2621,                            50,                          1300,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                             1,"  ",                         20600,"23-Aug-2023" 
"4520380","01","RS1 ",                            20,                            11,                           220,                           30.00,"    ","C   ",                          6600,                            50,                          3300,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20601,"23-Aug-2023" 
"4520395","01","PA1 ",                              ,                              ,                         40000,                            2.30,"    ","C   ",                         92000,                            50,                         46000,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20602,"23-Aug-2023" 
"4520407","01","AB2 ",                            22,                            44,                           968,                           37.75,"    ","C   ",                         36542,                            50,                         18300,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ","    ",                              ,                              ,                              ,                                ,"    ","    ",                              ,                              ,                              ,"          ",                              ,                              ,                              ,"  ",                         20603,"23-Aug-2023" 
