"PROP   ","CARD#","1LTYPE","1CODE","1ACRES                           ","1SQFT                         ","1RATE                         ","1INFL","1PERC                           ","1VALUE                        ","2LTYPE","2CODE","2ACRES                           ","2SQFT                         ","2RATE                         ","2INFL","2PERC                           ","2VALUE                        ","3LTYPE","3CODE","3ACRES                           ","3SQFT                         ","3RATE                         ","3INFL","3PERC                           ","3VALUE                        ","4LTYPE","4CODE","4ACRES                           ","4SQFT                         ","4RATE                         ","4INFL","4PERC                           ","4VALUE                        ","TSEQ                          ","DLC        " 
"2990012","01","    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"SQFT","  ",                                 ,                              ,                          4726,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         24228,"01-Sep-1999" 
"2990013","01","    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"SQFT","  ",                                 ,                              ,                          6546,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         24230,"01-Sep-1999" 
"3000010","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .550,                              ,                          7500,"  ",                                ,                          4125,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000011","01","PRIM","11",                             .310,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000014","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .700,                              ,                          7500,"  ",                                ,                          5250,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000015","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .080,                              ,                          7500,"  ",                                ,                           600,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000018","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .690,                              ,                          7500,"  ",                                ,                          5175,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000019","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .210,                              ,                          7500,"  ",                                ,                          1575,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000024","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .430,                              ,                          7500,"  ",                                ,                          3225,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000028","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .350,                              ,                          7500,"  ",                                ,                          2625,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000031","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .090,                              ,                          7500,"  ",                                ,                           675,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000032","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .270,                              ,                          7500,"  ",                                ,                          2025,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000035","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000036","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .190,                              ,                          7500,"  ",                                ,                          1425,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000038","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"27-Apr-1999" 
"3000040","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .730,                              ,                          7500,"  ",                                ,                          5475,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000043","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .060,                              ,                          7500,"  ",                                ,                           450,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000044","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .390,                              ,                          7500,"  ",                                ,                          2925,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000048","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .140,                              ,                          7500,"  ",                                ,                          1050,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000052","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .130,                              ,                          7500,"  ",                                ,                           975,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000053","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000056","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000057","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000060","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000061","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000064","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000065","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000068","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .270,                              ,                          7500,"  ",                                ,                          2025,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16662,"19-Jun-2023" 
"3000072","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            1.010,                              ,                          7500,"  ",                                ,                          7575,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          5012,"06-Dec-2006" 
"3000073","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000076","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .110,                              ,                          7500,"  ",                                ,                           825,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          5053,"26-Feb-2007" 
"3000078","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000082","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000083","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .140,                              ,                          7500,"  ",                                ,                          1050,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000086","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000090","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000094","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000095","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3000097","01","PRIM","11",                             .340,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010007","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                             .870,                              ,                          7500,"  ",                                ,                          6525,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010015","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010027","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010030","01","PRIM","11",                             .890,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010038","01","PRIM","11",                             .910,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3010045","01","RES ","12",                            3.108,                              ,                          7500,"  ",                                ,                         23310,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16916,"14-Jul-2023" 
"3010046","01","PRIM","11",                             .569,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         14303,"16-Jun-2014" 
"3010052","01","PRIM","11",                             .612,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         14305,"16-Jun-2014" 
"3010055","01","PRIM","11",                             .416,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         14307,"16-Jun-2014" 
"3010059","01","RES ","12",                            1.509,                              ,                          7500,"  ",                                ,                         11318,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16917,"14-Jul-2023" 
"3010061","01","PRIM","11",                             .601,                         26200,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         14462,"06-Aug-2015" 
"3020011","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020014","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                            2.530,                              ,                          7500,"  ",                                ,                         18975,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020031","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020035","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                             .030,                              ,                          7500,"  ",                                ,                           225,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020043","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                             .040,                              ,                          7500,"  ",                                ,                           300,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         11473,"03-May-1995" 
"3020049","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020055","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         12499,"11-Jun-2013" 
"3020063","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"RES ","12",                             .400,                              ,                          7500,"  ",                                ,                          3000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"3020067","01","PRIM","11",                             .920,                              ,                        175000,"  ",                                ,                        175000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
