"LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","CERT#  ","SEQ    ","AGROSS                        ","BATCH","YR  " 
"18855","07-21-2021","        ","P ",                          704.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    198,                             0,"0040","2020" 
"18856","07-08-2021","        ","P ",                          791.96,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    133,                             0,"0009","2020" 
"18857","07-08-2021","        ","P ",                         1019.46,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    133,                             0,"0009","2020" 
"18858","07-08-2021","        ","P ",                          562.75,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    133,                             0,"0009","2020" 
"18861","08-13-2021","        ","P ",                          214.50,                            6.44,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    123,                             0,"0088","2020" 
"18862","08-10-2021","        ","P ",                          246.66,                            7.40,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     34,                             0,"0083","2020" 
"18862","08-13-2021","        ","A ",                          -49.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED JUL PL CANCL 7-",     18,   9876,                         -1450,"0000","2020" 
"18863","05-06-2021","        ","A ",                          -81.08,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED MAR PLATES CANC",  32210,   9877,                         -2370,"0000","2020" 
"18863","07-13-2021","        ","P ",                           80.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    163,                             0,"0021","2020" 
"18864","05-06-2021","        ","A ",                          -17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PLATES CANCLD 3-15-21 DE",  32209,   9877,                          -500,"0000","2020" 
"18865","06-25-2021","        ","P ",                          205.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    172,                             0,"0407","2020" 
"18866","08-03-2021","        ","P ",                          264.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0070","2020" 
"18867","08-03-2021","        ","P ",                          197.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0070","2020" 
"18868","08-03-2021","        ","P ",                          530.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0070","2020" 
"18869","06-18-2021","        ","P ",                          355.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     75,                             0,"0395","2020" 
"18870","07-06-2021","        ","A ",                          -17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"DELETE - (LMA) VEH TRANS",  32465,   9876,                          -500,"0000","2020" 
"18871","07-06-2021","        ","A ",                         -489.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED OCT PL CANC 10-",  32466,   9876,                        -14310,"0000","2020" 
"18871","07-20-2021","        ","P ",                           44.47,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,      9,                             0,"0039","2020" 
"18872","07-20-2021","        ","P ",                          477.91,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,      9,                             0,"0039","2020" 
"18873","07-19-2021","        ","P ",                          224.08,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    132,                             0,"0034","2020" 
"18874","07-14-2021","        ","P ",                          319.86,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    162,                             0,"0022","2020" 
"18875","07-14-2021","        ","P ",                          351.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    162,                             0,"0022","2020" 
"18876","07-14-2021","        ","P ",                          431.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    162,                             0,"0022","2020" 
"18877","07-20-2021","        ","P ",                          114.95,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    126,                             0,"0038","2020" 
"18878","07-20-2021","        ","P ",                          474.83,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    126,                             0,"0038","2020" 
"18879","07-20-2021","        ","P ",                          687.28,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    126,                             0,"0038","2020" 
"18880","07-20-2021","        ","P ",                         1147.06,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    126,                             0,"0038","2020" 
"18881","01-31-2022","        ","P ",                           78.34,                            8.23,                            0.00,                            0.00,                            0.00,                            6.00,"COMPLETE PAYMENT        ",      0,    157,                             0,"0252","2020" 
"18882","07-30-2021","        ","P ",                          913.06,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0066","2020" 
"18883","07-30-2021","        ","P ",                           17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0066","2020" 
"18884","07-30-2021","        ","P ",                         1384.14,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0066","2020" 
"18885","07-28-2021","        ","P ",                          532.99,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     38,                             0,"0059","2020" 
"18886","06-30-2021","        ","P ",                          162.84,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0417","2020" 
"18887","06-28-2021","        ","P ",                          141.97,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    149,                             0,"0413","2020" 
"18888","06-28-2021","        ","P ",                          255.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    149,                             0,"0413","2020" 
"18889","08-13-2021","        ","P ",                          312.68,                            9.38,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0089","2020" 
"18890","08-13-2021","        ","P ",                          532.99,                           15.99,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0089","2020" 
"18891","08-13-2021","        ","P ",                          296.94,                            8.91,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0089","2020" 
"18893","07-12-2021","        ","P ",                           17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    100,                             0,"0018","2020" 
"18896","07-13-2021","        ","P ",                          379.05,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     35,                             0,"0021","2020" 
"18897","07-13-2021","        ","P ",                          153.26,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     35,                             0,"0021","2020" 
"18898","07-13-2021","        ","P ",                          495.70,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     35,                             0,"0021","2020" 
"18899","07-26-2021","        ","P ",                          231.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0051","2020" 
"18900","08-12-2021","        ","P ",                          298.65,                            8.96,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0086","2020" 
"18901","06-28-2021","        ","P ",                           59.87,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     23,                             0,"0413","2020" 
"18902","08-02-2021","        ","P ",                          770.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18903","08-02-2021","        ","P ",                          372.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18904","08-02-2021","        ","P ",                          164.21,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18905","08-02-2021","        ","P ",                          175.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18906","08-02-2021","        ","P ",                          790.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18907","08-02-2021","        ","P ",                           46.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     87,                             0,"0071","2020" 
"18908","07-19-2021","        ","P ",                          463.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0033","2020" 
"18909","07-20-2021","        ","A ",                         -286.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED APR VEH REG FL ",  32609,   9876,                         -8370,"0000","2020" 
"18909","07-26-2021","        ","P ",                          400.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0051","2020" 
"18910","07-07-2021","        ","P ",                          538.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     29,                             0,"0007","2020" 
"18911","07-07-2021","        ","P ",                          358.52,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     29,                             0,"0007","2020" 
"18912","08-02-2021","        ","P ",                          401.28,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     51,                             0,"0072","2020" 
"18913","06-30-2021","        ","P ",                          687.28,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0419","2020" 
"18914","07-12-2021","        ","P ",                          148.47,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    107,                             0,"0018","2020" 
"18915","07-12-2021","        ","P ",                          152.23,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    107,                             0,"0018","2020" 
"18916","07-30-2021","        ","P ",                          205.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0066","2020" 
"18917","07-12-2021","        ","P ",                          228.18,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    107,                             0,"0018","2020" 
"18918","07-12-2021","        ","P ",                          458.07,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     94,                             0,"0018","2020" 
"18919","07-12-2021","        ","P ",                          269.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    106,                             0,"0018","2020" 
"18920","08-03-2021","        ","P ",                          353.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0070","2020" 
"18921","07-15-2021","        ","P ",                          147.79,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    112,                             0,"0025","2020" 
"18922","03-30-2021","        ","A ",                         -970.54,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED OCT VEHICLE SOL",  32013,   9877,                        -28370,"0000","2020" 
"18922","08-27-2021","        ","P ",                           87.92,                            2.64,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     86,                             0,"0100","2020" 
"18923","07-06-2021","        ","P ",                         1251.40,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    170,                             0,"0004","2020" 
"18924","07-06-2021","        ","P ",                          979.43,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    170,                             0,"0004","2020" 
"18925","08-04-2021","        ","P ",                          521.98,                           16.14,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,   9999,                             0,"0073","2020" 
"18926","09-16-2021","        ","P ",                          209.71,                            9.44,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0114","2020" 
"18927","06-22-2021","        ","P ",                          434.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18928","06-22-2021","        ","P ",                          400.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18929","07-06-2021","        ","P ",                          486.12,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2020" 
"18930","07-06-2021","        ","P ",                          350.99,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2020" 
"18930","08-30-2021","        ","A ",                          -29.08,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED AUG PL CANC 8-3",    108,   9876,                          -850,"0000","2020" 
"18930","08-31-2021","        ","R ",                          -29.08,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PLATES CANCEL 8/30/21   ",      0,      0,                             0,"0000","2020" 
"18931","08-18-2021","        ","P ",                          334.57,                           10.04,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      4,                             0,"0091","2020" 
"18932","07-29-2021","        ","P ",                          200.47,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     94,                             0,"0061","2020" 
"18933","07-29-2021","        ","P ",                           17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     94,                             0,"0061","2020" 
"18934","07-29-2021","        ","P ",                           17.11,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     94,                             0,"0061","2020" 
"18935","06-22-2021","        ","P ",                          240.15,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18936","06-22-2021","        ","P ",                          296.94,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18937","06-22-2021","        ","P ",                          562.75,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18938","07-14-2021","        ","P ",                          354.42,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     23,                             0,"0022","2020" 
"18939","07-14-2021","        ","P ",                          595.60,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     23,                             0,"0022","2020" 
"18940","07-14-2021","        ","P ",                           83.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     23,                             0,"0022","2020" 
"18941","07-19-2021","        ","P ",                           72.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     40,                             0,"0034","2020" 
"18941","08-13-2021","        ","A ",                          -72.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"VEH TOTAL LOSS 7-20-20 D",     15,   9876,                         -2120,"0000","2020" 
"18941","08-31-2021","        ","R ",                          -72.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"VEH TOTAL LOSS 7/20/20  ",      0,      0,                             0,"0000","2020" 
"18942","06-22-2021","        ","P ",                          298.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18943","06-22-2021","        ","P ",                          306.52,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18944","07-14-2021","        ","P ",                          216.89,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     95,                             0,"0023","2020" 
"18945","07-28-2021","        ","P ",                          321.57,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     33,                             0,"0059","2020" 
"18946","09-16-2021","        ","P ",                          469.36,                           21.12,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     28,                             0,"0115","2020" 
"18947","06-30-2021","        ","P ",                          169.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     60,                             0,"0416","2020" 
"18948","06-30-2021","        ","P ",                          203.55,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     60,                             0,"0416","2020" 
"18949","06-30-2021","        ","P ",                          114.95,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     60,                             0,"0416","2020" 
"18950","09-24-2021","        ","P ",                          331.15,                           14.90,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    113,                             0,"0121","2020" 
"18951","08-03-2021","        ","P ",                          866.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0070","2020" 
"18952","08-25-2021","        ","P ",                         1196.67,                           35.90,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0098","2020" 
"18953","08-25-2021","        ","P ",                          608.25,                           18.25,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0098","2020" 
"18954","07-06-2021","        ","P ",                          657.17,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    186,                             0,"0004","2020" 
"18955","07-06-2021","        ","P ",                          657.17,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    186,                             0,"0004","2020" 
"18956","07-26-2021","        ","P ",                          224.42,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     58,                             0,"0052","2020" 
"18957","07-26-2021","        ","P ",                          911.70,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     58,                             0,"0052","2020" 
"18958","09-16-2021","        ","P ",                         1053.70,                           48.14,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     37,                             0,"0115","2020" 
"18958","10-07-2021","        ","P ",                           16.05,                            0.24,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     75,                             0,"0138","2020" 
"18959","06-22-2021","        ","P ",                          672.91,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0401","2020" 
"18960","09-24-2021","        ","P ",                          511.78,                           23.03,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     57,                             0,"0121","2020" 
"18961","09-24-2021","        ","P ",                          198.76,                            8.94,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0122","2020" 
"18962","09-24-2021","        ","P ",                          590.46,                           26.57,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0122","2020" 
"18963","07-16-2021","        ","P ",                          462.18,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    120,                             0,"0029","2020" 
"18964","08-05-2021","        ","P ",                          351.34,                           10.54,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     30,                             0,"0078","2020" 
"18965","08-05-2021","        ","P ",                          136.46,                            4.55,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     30,                             0,"0078","2020" 
"18965","09-07-2021","        ","P ",                           15.09,                            0.23,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0107","2020" 
"18966","06-28-2021","        ","P ",                          222.02,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0410","2020" 
"18967","06-28-2021","        ","P ",                          144.37,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0410","2020" 
"18968","06-28-2021","        ","P ",                          775.20,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0410","2020" 
"18969","07-29-2021","        ","P ",                         1075.56,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     93,                             0,"0064","2020" 
"18970","07-29-2021","        ","P ",                          442.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     93,                             0,"0064","2020" 
"18971","06-30-2021","        ","P ",                          451.91,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0417","2020" 
"18972","07-09-2021","        ","P ",                          413.26,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     88,                             0,"0012","2020" 
"18973","07-09-2021","        ","P ",                          756.73,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     88,                             0,"0012","2020" 
"18974","07-09-2021","        ","P ",                          298.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     88,                             0,"0012","2020" 
"18975","07-21-2021","        ","P ",                          623.99,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    142,                             0,"0041","2020" 
"18976","07-06-2021","        ","P ",                          104.68,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0003","2020" 
"18977","06-28-2021","        ","P ",                           41.74,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     68,                             0,"0413","2020" 
"18978","06-28-2021","        ","P ",                          842.25,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     68,                             0,"0413","2020" 
"18979","07-09-2021","        ","P ",                           93.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    191,                             0,"0012","2020" 
"18980","06-30-2021","        ","P ",                          279.15,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     37,                             0,"0420","2020" 
"18981","06-30-2021","        ","P ",                          576.10,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     37,                             0,"0420","2020" 
"18982","07-14-2021","        ","P ",                           97.16,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    178,                             0,"0022","2020" 
"18983","07-14-2021","        ","P ",                          571.31,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    178,                             0,"0022","2020" 
"18984","07-14-2021","        ","P ",                          114.95,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    178,                             0,"0022","2020" 
"18985","07-14-2021","        ","P ",                          126.92,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,    178,                             0,"0022","2020" 
"18986","07-06-2021","        ","P ",                          145.39,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     15,                             0,"0004","2020" 
"18987","07-29-2021","        ","P ",                          351.34,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"                        ",      0,     20,                             0,"0061","2020" 
