PARCEL_ID,STREET,Current_Connection,COMACT,Wtr_Supp,DOM_WATER,SDATE,Sold_2021,low2_dbld_values,charge_1000_gals,low 2 x base(4.53),calc minimum 180,Oct_Cost_Num,April_Cost,Calc_Tot_Ann_Cost, Tot_Ann_Cost_num ,
3060038,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,18-Oct-17,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
3060224,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,25-Apr-63,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3060265,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,8-Jul-16,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060380,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,24-May-63,N/A,72,$4.53 ,$326.16 ,$326.16 ,$326.16 ,$257.50 ,$583.66 ,$583.66 ,
3060415,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,15-Oct-13,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060468,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,28-Apr-09,N/A,62,$4.53 ,$280.86 ,$280.86 ,$280.86 ,$257.50 ,$538.36 ,$538.36 ,
3060476,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,16-Jul-02,N/A,56,$4.53 ,$253.68 ,$253.68 ,$253.68 ,$257.50 ,$511.18 ,$511.18 ,
3060482,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,1-Jan-01,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3060485,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,1-Dec-05,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
3060490,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,27-Jun-05,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3060492,LOVELY STREET,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3060493,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,16-Mar-16,N/A,150,$4.53 ,$679.50 ,$679.50 ,$679.50 ,$257.50 ,$937.00 ,$937.00 ,
3060497,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,11-Apr-79,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060500,LOVELY STREET,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3060501,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,14-Feb-84,N/A,68,$4.53 ,$308.04 ,$308.04 ,$308.04 ,$257.50 ,$565.54 ,$565.54 ,
3060503,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,25-Aug-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3060507,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,19-Feb-19,N/A,62,$4.53 ,$280.86 ,$280.86 ,$280.86 ,$257.50 ,$538.36 ,$538.36 ,
3060550,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,7-Jun-10,N/A,62,$4.53 ,$280.86 ,$280.86 ,$280.86 ,$257.50 ,$538.36 ,$538.36 ,
3060556,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,1-Aug-16,N/A,64,$4.53 ,$289.92 ,$289.92 ,$289.92 ,$257.50 ,$547.42 ,$547.42 ,
3060559,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,22-Nov-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3060562,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,4-Mar-20,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060580,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,15-Aug-97,N/A,78,$4.53 ,$353.34 ,$353.34 ,$353.34 ,$257.50 ,$610.84 ,$610.84 ,
3060586,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,30-Jul-12,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060592,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,18-Aug-03,N/A,178,$4.53 ,$806.34 ,$806.34 ,$806.34 ,$257.50 ,"$1,063.84 ","$1,063.84 ",
3060601,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,15-Oct-02,N/A,64,$4.53 ,$289.92 ,$289.92 ,$289.92 ,$257.50 ,$547.42 ,$547.42 ,
3060613,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,27-Aug-18,N/A,56,$4.53 ,$253.68 ,$253.68 ,$253.68 ,$257.50 ,$511.18 ,$511.18 ,
3060616,LOVELY STREET,TOASewer,RES,PUBLIC,PUBLIC,4-May-87,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3060619,LOVELY STREET,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5270001,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,16-Aug-19,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
5270002,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,15-Apr-19,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5270003,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,11-Jun-19,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5270004,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,19-Jun-17,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5270005,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,3-Nov-03,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
5270006,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,27-Aug-07,N/A,50,$4.53 ,$226.50 ,$226.50 ,$226.50 ,$257.50 ,$484.00 ,$484.00 ,
5270007,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,15-Aug-01,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5270008,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,28-Jul-16,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5270009,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,23-Sep-19,N/A,84,$4.53 ,$380.52 ,$380.52 ,$380.52 ,$257.50 ,$638.02 ,$638.02 ,
5270010,LYME PLACE,TOASewer,RES,PUBLIC,PUBLIC,10-Apr-17,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280001,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,19-Apr-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5280002,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Jul-06,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
5280003,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Oct-98,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280004,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,27-Feb-01,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280005,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,1-May-20,N/A,50,$4.53 ,$226.50 ,$226.50 ,$226.50 ,$257.50 ,$484.00 ,$484.00 ,
5280006,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,28-Feb-18,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280007,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,27-Jun-05,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280008,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,2-Oct-00,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280009,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Jun-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5280010,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,12-Aug-96,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280011,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Nov-15,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280012,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,18-Nov-19,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
5280013,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,16-Jul-15,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280014,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,10-Dec-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5280015,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,2-Nov-00,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
5280016,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Apr-17,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280017,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,1-Nov-10,N/A,6,$4.53 ,$27.18 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280018,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,29-Jun-01,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280019,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,17-Oct-12,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
5280020,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,15-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5280021,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,4-Oct-05,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280022,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,23-Nov-04,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5280023,MADISON LANE,TOASewer,RES,PUBLIC,PUBLIC,14-Jun-05,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
3070125,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,27-Jan-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3070126,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,26-Aug-04,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070127,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,21-Jun-10,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070128,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,24-Jul-14,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070129,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,18-Dec-09,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3070130,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,17-Feb-17,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070131,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,18-Jun-20,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3070132,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,4-Apr-11,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070133,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,16-Jul-98,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070134,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,2-Nov-11,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070135,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,2-May-14,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
3070136,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,16-Sep-20,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070137,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,26-Apr-00,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070138,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,24-Jun-19,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
3070139,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,7-Sep-18,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070140,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,5-Aug-15,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070141,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,19-Nov-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3070142,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,8-Dec-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3070143,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,7-Dec-07,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070144,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,3-Aug-20,N/A,6,$4.53 ,$27.18 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070145,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,11-Jul-01,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070146,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,26-Apr-17,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070147,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,30-Aug-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3070148,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,19-Oct-20,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070149,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,2-May-00,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070150,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,29-Mar-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3070151,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,30-Sep-19,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070152,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,23-Dec-20,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070153,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,15-Dec-95,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070154,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,26-Apr-17,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070155,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,2-Nov-18,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3070156,MALLARD DRIVE,TOASewer,RES,PUBLIC,PUBLIC,8-May-13,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3080009,MANION LANE,TOASewer,RES,PUBLIC,PUBLIC,21-Jan-05,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3080011,MANION LANE,TOASewer,RES,PUBLIC,PUBLIC,29-Apr-19,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100001,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,4-May-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3100002,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,25-Feb-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3100003,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,31-May-01,N/A,70,$4.53 ,$317.10 ,$317.10 ,$317.10 ,$257.50 ,$574.60 ,$574.60 ,
3100004,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Jun-05,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100005,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,19-Sep-14,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3100006,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,17-Sep-98,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100007,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Nov-99,N/A,4,$4.53 ,$18.12 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100008,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,31-Aug-16,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100009,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,17-Aug-15,N/A,2,$4.53 ,$9.06 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100010,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,3-Oct-13,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3100011,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,9-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3100012,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,6-May-16,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100013,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,3-May-04,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
3100014,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Apr-18,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100015,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,11-Aug-17,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100016,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,20-Jul-01,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100017,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,26-Dec-19,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100018,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,1-Apr-11,N/A,6,$4.53 ,$27.18 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100019,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,10-Jul-09,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100020,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Dec-20,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100021,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,29-Jul-20,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100022,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,23-Sep-20,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100023,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Sep-01,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3100024,MAPLE LANE,TOASewer,RES,PUBLIC,PUBLIC,15-Nov-90,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
5010007,MATTHEW COURT,TOASewer,RES,PUBLIC,PUBLIC,29-Jul-13,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5010011,MATTHEW COURT,TOASewer,RES,PUBLIC,PUBLIC,26-Jul-10,N/A,4,$4.53 ,$18.12 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5010015,MATTHEW COURT,TOASewer,RES,PUBLIC,PUBLIC,22-Sep-14,N/A,86,$4.53 ,$389.58 ,$389.58 ,$389.58 ,$257.50 ,$647.08 ,$647.08 ,
5010019,MATTHEW COURT,TOASewer,RES,PUBLIC,PUBLIC,1-Jun-07,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
3120002,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,7-Feb-05,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3120015,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,22-Nov-10,N/A,110,$4.53 ,$498.30 ,$498.30 ,$498.30 ,$257.50 ,$755.80 ,$755.80 ,
3120034,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,14-Jun-04,N/A,104,$4.53 ,$471.12 ,$471.12 ,$471.12 ,$257.50 ,$728.62 ,$728.62 ,
3120039,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,29-Jun-12,N/A,96,$4.53 ,$434.88 ,$434.88 ,$434.88 ,$257.50 ,$692.38 ,$692.38 ,
3120046,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,7-May-18,N/A,120,$4.53 ,$543.60 ,$543.60 ,$543.60 ,$257.50 ,$801.10 ,$801.10 ,
3120051,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,13-Jul-16,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3120052,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,30-Nov-92,N/A,114,$4.53 ,$516.42 ,$516.42 ,$516.42 ,$257.50 ,$773.92 ,$773.92 ,
3120058,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,29-Nov-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3120062,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,2-May-91,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
3120063,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,29-Aug-05,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3120068,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,6-Aug-18,N/A,82,$4.53 ,$371.46 ,$371.46 ,$371.46 ,$257.50 ,$628.96 ,$628.96 ,
3120074,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,11-Jul-03,N/A,94,$4.53 ,$425.82 ,$425.82 ,$425.82 ,$257.50 ,$683.32 ,$683.32 ,
3120081,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,7-Jul-93,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
3120082,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,22-Oct-12,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
3120087,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,17-Nov-97,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3120091,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,22-Jun-15,N/A,74,$4.53 ,$335.22 ,$335.22 ,$335.22 ,$257.50 ,$592.72 ,$592.72 ,
3120099,MEADOW RIDGE,TOASewer,RES,PUBLIC,PUBLIC,28-Oct-14,N/A,106,$4.53 ,$480.18 ,$480.18 ,$480.18 ,$257.50 ,$737.68 ,$737.68 ,
