"PROP   ","CARD#","_ACODE","_BCODE","_CCODE","_DCODE","_ECODE","_FCODE","_GCODE","_HCODE","_ICODE","_JCODE","_KCODE","_LCODE","_MCODE","_NCODE","_OCODE","_PCODE","_QCODE","_RCODE","PRISH                          ","BLDYR","RMDYR","EFYRBLD","CONSTR","B1PER                           ","B1USE","B2PER                           ","B2USE","F1PER                           ","F1USE","F2PER                           ","F2USE","S1PER                           ","S1USE","S2PER                           ","S2USE","T1PER                           ","T1USE","T2PER                           ","T2USE","U1PER                           ","U1USE","U2PER                           ","U2USE","B1PRADJ                         ","B2PRADJ                         ","F1PRADJ                         ","F2PRADJ                         ","S1PRADJ                         ","S2PRADJ                         ","T1PRADJ                         ","T2PRADJ                         ","U1PRADJ                         ","U2PRADJ                         ","B1VALUE                       ","B2VALUE                       ","F1VALUE                       ","F2VALUE                       ","S1VALUE                       ","S2VALUE                       ","T1VALUE                       ","T2VALUE                       ","U1VALUE                       ","U2VALUE                       ","1OCODE","1OSIZE                        ","1OQTY                         ","1OVAL                         ","2OCODE","2OSIZE                        ","2OQTY                         ","2OVAL                         ","3OCODE","3OSIZE                        ","3OQTY                         ","3OVAL                         ","4OCODE","4OSIZE                        ","4OQTY                         ","4OVAL                         ","5OCODE","5OSIZE                        ","5OQTY                         ","5OVAL                         ","MAIN_AREA                     ","AT_AREA                       ","MAIN_VALUE                    ","BSMT_VALUE                    ","HEAT_VALUE                    ","PLUMB_VALUE                   ","AT_VALUE                      ","T_OTHER_VALUE                 ","C_D_FACTOR                      ","CDU","DEPREC                        ","LIV_VALUE                     ","CAR_VALUE                     ","BEDRM_VALUE                   ","BATH_VALUE                    ","GRADE_VALUE                   ","LAND_VALUE                    ","POOL_VALUE                    ","TENNIS_VALUE                  ","SHED_VALUE                    ","MADJ_VALUE                    ","MREASON                               ","CONDO_STYLE","TSEQ                          ","DLC        " 
"4540166","01","53","01","01","01","01","02","02","02","02","01","30","  ","01","01","01","05","05","05",                               ,"1988","    ","    "," ",                          100.00,"84",                                ,"  ",                          100.00,"53",                                ,"  ",                           60.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                          130.45,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                         90900,                              ,                        396440,                              ,                        190250,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3039,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2633,"24-Sep-2008" 
"4540172","01","53","03","01","01","01","02","02","02","02","01","33","  ","01","02","01","05","05","05",                               ,"1986","    ","    "," ",                           35.00,"84",                           65.00,"53",                          100.00,"53",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                           97.84,                          130.45,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                         42440,                        257710,                        528710,                              ,                        422970,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4053,                              ,                       1013990,                        709790,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5453,"17-Oct-2018" 
"4540176","01","34","03","05","05","01","02","02","02","02","01","30","  ","01","02","01","05","05","05",                               ,"1961","    ","    "," ",                          100.00,"84",                                ,"  ",                          100.00,"34",                                ,"  ",                          100.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                          104.36,                                ,                                ,                                ,                                ,                                ,                        107680,                              ,                        303770,                              ,                        375700,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          3600,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            35,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2634,"24-Sep-2008" 
"4540177","01","34","01","01","01","01","02","01","02","02","01","40","99","04","  ","01","05","05","05",                               ,"1987","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        744230,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                          1050,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          8820,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          2635,"24-Sep-2008" 
"4540182","01","51","01","  ","01","01","02","  ","02","02","01","53","99","99","99","01","06","06","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          151.32,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        294170,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"BC1 ",                           416,                              ,                         11360,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1944,                              ,                        504130,                        352890,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6795,"17-Jan-2025" 
"4540182","02","34","01","09","05","01","02","01","02","02","01","50","  ","99","99","01","06","06","  ",                               ,"    ","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        374650,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4440,                              ,                        580710,                        406500,                              ,                              ,                              ,                              ,                            1.00,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6798,"22-Jan-2025" 
"4540183","01","34","01","01","01","01","01","02","01","01","01","30","99","01","01","01","05","05","05",                               ,"1930","    ","    "," ",                           38.00,"91",                                ,"  ",                          100.00,"34",                                ,"  ",                           38.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                           67.50,                                ,                                ,                                ,                                ,                                ,                         28030,                              ,                        208170,                              ,                         63250,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           144,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2467,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                           663,"24-Sep-2003" 
"4540192","01","34","01","01","01","01","02","02","01","01","01","30","  ","04","  ","01","05","05","05",                               ,"1962","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        683480,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          8100,                              ,                        410090,                        287060,                              ,                              ,                              ,                              ,                            1.00,"  ",                            40,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6652,"04-Dec-2023" 
"4540195","01","34","02","05","05","01","02","02","02","02","01","30","99","02","01","01","05","05","05",                               ,"1960","    ","    "," ",                           12.00,"84",                                ,"  ",                           88.00,"34",                           12.00,"86",                           28.00,"53",                            4.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           33.23,                                ,                           93.75,                           39.88,                          104.36,                           67.50,                                ,                                ,                                ,                                ,                        132060,                              ,                       2732440,                        158480,                        967830,                         89440,                              ,                              ,                              ,                              ,"CP6 ",                          3350,                              ,                         51090,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         33120,                              ,                       1859100,                       1301370,                              ,                              ,                              ,                              ,                            1.00,"  ",                            55,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5671,"15-Feb-2019" 
"4540200","01","34","01","01","01","01","02","02","02","02","01","40","  ","04","  ","01","05","05","05",                               ,"1989","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        425950,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP7 ",                           672,                             1,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          5048,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          4340,"10-Oct-2013" 
"4540205","01","51","03","01","02","01","02","02","02","02","01","43","  ","99","  ","01","05","05","  ",                               ,"2005","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"51",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          151.32,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        625860,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"BC1 ",                           540,                              ,                         14740,"BE0 ",                           140,                              ,                         37950,"BE2 ",                              ,                             1,                         25250,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4136,                              ,                        760100,                        532070,                              ,                              ,                              ,                              ,                            1.00,"  ",                            20,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5775,"24-May-2019" 
"4540209","01","34","01","01","01","  ","02","02","02","02","01","30","  ","01","01","01","05","05","  ",                               ,"1948","    ","    "," ",                           77.00,"91",                                ,"  ",                          100.00,"34",                                ,"  ",                           57.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                           67.50,                                ,                                ,                                ,                                ,                                ,                         21000,                              ,                         76950,                              ,                         35100,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                           912,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            15,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          1933,"24-Oct-2006" 
"4540210","01","34","05","01","01","01","02","05","02","02","01","33","  ","04","  ","01","05","05","05",                               ,"1985","    ","    "," ",                                ,"  ",                                ,"  ",                           67.00,"34",                           33.00,"31",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           84.38,                          107.89,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        254410,                        160220,                              ,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           525,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          4500,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                            1.00,"  ",                            30,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          3008,"16-Dec-2008" 
"4540213","01","70","  ","01","01","01","  ","01","02","02","02","33","  ","04","  ","  ","05","05","05",                               ,"1955","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"70",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.88,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        264740,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2820,                              ,                        214440,                        150110,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5001,"27-Jul-2016" 
"4540214","01","34","01","05","05","01","02","05","02","02","01","33","  ","01","01","01","05","05","05",                               ,"1970","    ","    "," ",                           62.00,"84",                                ,"  ",                          100.00,"34",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           84.38,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                        132290,                              ,                        601970,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           455,                              ,                          6940,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          7134,                              ,                        600380,                        420270,                              ,                              ,                              ,                              ,                            1.00,"  ",                            25,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6188,"09-Mar-2022" 
"4540220","01","34","02","05","05","01","02","02","02","02","02","33","  ","  ","  ","01","05","05","05",                               ,"1946","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"34",                                ,"  ",                           15.00,"53",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           93.75,                                ,                          115.95,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        950630,                              ,                        176360,                              ,                              ,                              ,                              ,                              ,"CP6 ",                           610,                              ,                          9300,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                         10140,                              ,                        674960,                        472470,                              ,                              ,                              ,                              ,                            1.00,"  ",                            45,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5457,"17-Oct-2018" 
"4540221","01","47","01","01","01","01","02","01","02","01","01","50","34","01","01","01","05","05","05",                               ,"2022","    ","    "," ",                          100.00,"86",                                ,"  ",                          100.00,"47",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                           29.91,                                ,                           70.99,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                         67840,                              ,                        161010,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          2268,                              ,                        443400,                        310380,                              ,                              ,                              ,                              ,                            1.25,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6346,"11-Apr-2023" 
"4540224","01","53","01","01","01","01","02","02","02","02","01","40","01","  ","  ","01","05","05","05",                               ,"2008","    ","    "," ",                                ,"  ",                                ,"  ",                           74.00,"53",                           26.00,"47",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                          126.87,                           70.99,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        135370,                         26620,                              ,                              ,                              ,                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          1442,                              ,                        193910,                        135740,                              ,                              ,                              ,                              ,                            1.00,"  ",                             5,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          5458,"17-Oct-2018" 
"4540225","01","47","11","09","05","01","05","01","08","02","02","53","98","99","  ","01","05","05","  ",                               ,"2023","    ","    "," ",                                ,"  ",                                ,"  ",                          100.00,"47",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,"  ",                                ,                                ,                           78.88,                                ,                                ,                                ,                                ,                                ,                                ,                                ,                              ,                              ,                        527000,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"OD1 ",                              ,                             8,                         16000,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,"    ",                              ,                              ,                              ,                          6681,                              ,                       1209530,                        846670,                              ,                              ,                              ,                              ,                            1.35,"  ",                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,                              ,"                                      ","  ",                          6715,"03-Apr-2024" 
